window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,25,3.4318178894168345,22,3.4242331906972954
1,24,3.419924478217318,23,3.414648237153984
2,26,3.4247491127152063,23,3.417358235565596
3,22,3.4133582491156957,18,3.4065273133966687
4,24,3.4121987537392973,24,3.409027322750144
5,25,3.41729750680897,22,3.410358184927226
6,26,3.4238489060839354,22,3.4158763332147855
7,23,3.4184105033022267,22,3.4112896578334944
8,27,3.42066199560924,23,3.4160800809217777
9,24,3.408080531628725,22,3.402436439603562
10,27,3.427967988009449,21,3.41946510749409
11,25,3.4233913083994203,20,3.4157594954288943
12,24,3.417002100756732,21,3.4084468942036406
13,21,3.41858812549352,19,3.4097708319848237
14,27,3.4229290024762884,22,3.4136011210337833
