window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,23,3.41808533603102,21,3.4139274339290373
1,22,3.418121017594675,19,3.4096853698257696
2,25,3.4416885991643875,23,3.434469680633891
3,25,3.4189890837376145,21,3.410640409103836
4,22,3.421675496664094,21,3.4152597694871125
5,28,3.4423533615353534,22,3.4310631869742294
6,28,3.417734462055146,22,3.4107175248101327
7,23,3.4121249267367584,21,3.4048818264656724
8,24,3.4083982173109635,23,3.405461664781265
9,25,3.4228425826293973,20,3.4142838494929935
10,24,3.4179751637330997,21,3.412112294869926
11,27,3.42889785993506,23,3.42009130578359
12,26,3.4200118957754944,21,3.410688245368981
13,26,3.4215554035962925,20,3.412243540176051
14,28,3.456868240274373,27,3.447763232911811
