window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,26,3.431517916104728,24,3.422757171381493
1,25,3.4377368471931296,24,3.4293735367257026
2,24,3.428993292440873,22,3.4206158672684497
3,26,3.4204136236313145,23,3.413637380287302
4,25,3.433582467157564,24,3.426191934889093
5,27,3.4331269866024847,25,3.424508713854451
6,24,3.42702954889393,24,3.423481183639734
7,24,3.419298018047607,23,3.4137967539808223
8,27,3.423990218444513,22,3.4166850598644363
9,22,3.4156485570916604,19,3.408070939975569
10,25,3.418487060226489,21,3.4113987166885718
11,23,3.4160347252869006,21,3.4105681183769474
12,25,3.435269639877958,24,3.4278886142252114
13,25,3.4294372331122744,24,3.4204055629094374
14,28,3.4141224484052737,23,3.404267496955101
