window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,22,3.413438484896983,22,3.4071858259781385
1,25,3.409770305437323,21,3.403609405479645
2,24,3.4215747598000785,24,3.41475959220932
3,23,3.4047276688511885,22,3.4006999158405753
4,25,3.419397162328719,22,3.414582094477251
5,23,3.3965633983638206,20,3.3924202312831238
6,26,3.435303520195668,24,3.4273706411097375
7,22,3.4253028577536195,21,3.419626130942371
8,26,3.4115690313161426,21,3.4068425512712746
9,25,3.429994364534814,21,3.420046635040096
10,26,3.4287540777134695,21,3.4228926030811677
11,27,3.4328424415256804,27,3.4277801742056986
12,28,3.425102708433154,24,3.419225847245859
13,26,3.4282371976711508,21,3.42118393811901
14,23,3.414945727344088,21,3.412263225459573
