window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,11,3.3621468132034456,11,3.3241053935293214
1,12,3.3736651518127188,12,3.3596889624005577
2,11,3.321715668058416,11,3.314775742990348
3,12,3.303092939771624,12,3.415893597923992
4,11,3.279011813132156,11,3.2700710484990814
5,11,3.3231847048505014,11,3.3702084643494987
6,12,3.3528953106474266,12,3.3146576336088414
7,10,3.2115658978114254,10,3.251573917116461
8,10,3.2255676137729172,10,3.171553945156328
9,11,3.3541658112413897,12,3.3395946961235237
10,10,3.2399899543748045,10,3.2115473479693586
11,11,3.2576894927802917,11,3.254558568290186
12,11,3.228160877841144,11,3.3065105532455314
13,10,3.2347094158051566,10,3.172308555432452
14,11,3.3181472495832134,11,3.254196441811136
