window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,10,3.289466562276049,10,3.231928303228752
1,11,3.3531404244394305,11,3.3241053935293214
2,10,3.2598806820530752,10,3.2916552503477905
3,11,3.29358042704898,11,3.303377127555827
4,12,3.3179482426708082,12,3.4054397201074345
5,12,3.4115968709645053,12,3.4050483330019357
6,10,3.1676595153596656,10,3.1963863095478717
7,10,3.2450253791538914,10,3.1801250927879434
8,11,3.2963640408249844,11,3.3147732417907485
9,12,3.3791883029733296,12,3.348452310373003
10,11,3.3307220568224314,11,3.252411455410243
11,10,3.1955464223165677,10,3.2718476730531156
12,11,3.3005960149794222,11,3.2963640408249844
13,11,3.2802175609196285,11,3.274122661668007
14,11,3.294253314800793,11,3.2931750819038434
