window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,15,3.603731016127094,13,3.5436542570972405
1,12,3.1999794338672847,11,3.369963350558937
2,11,3.276273147073441,11,3.305347251975749
3,12,3.260405133487833,13,3.304837755487301
4,10,3.257342182067633,10,3.199233046255217
5,11,3.287358523386861,11,3.241143216911711
6,13,3.4421450150566546,13,3.4654533562073895
7,11,3.262643397049489,11,3.2869040133500214
8,11,3.2736690229570584,11,3.3383266967320444
9,10,3.257691993981333,10,3.1281306613149082
10,11,3.250221896012609,11,3.28148556031255
11,11,3.2829595995038345,11,3.355329112511172
12,11,3.3327619703796367,11,3.2500415350270964
13,11,3.3173117417761904,11,3.229290962766243
14,10,3.2828166276616337,10,3.279757778118083
