window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,24,3.430126823649412,19,3.42172953833189,0.504194588832961,-0.20176167795679445,0.19834668864078536,0.7585332243992317,3.4301268236840334,0.18668251973489758,1.3184394044408156
1,26,3.426824659036829,24,3.4191420477618277,0.47815038910224994,-0.22349302170171612,0.2673239515086713,0.5946479124526539,3.426824659074337,0.16223011044363866,1.3037054546014835
2,26,3.4326764617777514,22,3.425572321819805,0.49529656854263776,-0.2092370976790242,0.23184940288561473,0.6613811001910886,3.4326764618152583,0.16326521395398977,1.3352972116625517
3,28,3.429112747230528,25,3.421889537232632,0.48535961077925316,-0.21749902654685274,0.25543007281232266,0.6294645800368055,3.429112747270919,0.29112524456460054,1.3092564947859202
4,26,3.4178697076327005,21,3.409532001683926,0.5012156157077982,-0.20431579804101307,0.20913013331280828,0.6610802431711503,3.4178697076702074,0.1534056985686586,1.371202261360922
5,25,3.430126238301677,21,3.421876848380672,0.49743346015534673,-0.20746041240744958,0.2234081654367758,0.6521148937333413,3.430126238337741,0.1418965147713095,1.3544773494844669
6,25,3.420949178897932,21,3.4140797663239715,0.4972179825859931,-0.20763956787867177,0.22435056639691808,0.6535216512809069,3.420949178933995,0.14883318095140866,1.3521802833494059
7,24,3.423462581201795,22,3.4173918868665494,0.479567206298922,-0.22231503109570266,0.2674466558691959,0.6171461816660371,3.4234625812364152,0.17963289101528496,1.2913671242717037
8,23,3.4246143065792176,23,3.4170890228800688,0.4575072883151034,-0.24065640655007148,0.3041515768228126,0.5630163601098123,3.4246143066123973,0.24640348995954123,1.2356660060506977
9,24,3.4190455162693785,20,3.410995105756596,0.49732643180140707,-0.20754939946648235,0.22605702052372492,0.6700865194855804,3.419045516304,0.1812930420513592,1.3400844762116186
10,28,3.426241429440245,22,3.416981709979423,0.5033104840315346,-0.2025740523789805,0.1962064981930982,0.6521763869077863,3.4262414294806365,0.2901977956183876,1.393556938995725
11,22,3.416411677547132,19,3.409103388667832,0.4938719193011053,-0.2104216001168348,0.23467199805286798,0.6484074947841639,3.4164116775788687,0.3327005330101616,1.3376058560198372
12,22,3.396619501811489,22,3.3931950356175777,0.45756004154838337,-0.24061254569534257,0.3031802255282805,0.5581615926449568,3.396619501843227,0.334115393639424,1.2408651712092185
13,28,3.421051985214155,24,3.4144600620464582,0.492159799815145,-0.21184511521502225,0.24164929250754388,0.6624796886974843,3.4210519852545476,0.289968889788919,1.3172873864505192
14,25,3.4216209716914894,21,3.412721150694728,0.49695461044246086,-0.2078585445481359,0.22498548973298688,0.6512317934432672,3.421620971727551,0.1419333567568864,1.3524057602374455
