window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,25,3.4347164144979088,22,3.4261941173013377
1,26,3.434619517700778,23,3.4278529443075567
2,26,3.4251802858249247,21,3.416254250981343
3,28,3.433074739822712,24,3.4264112607106267
4,26,3.417104952587201,23,3.411059311395812
5,25,3.4116706390744036,23,3.4039517616691826
6,26,3.439167187529195,25,3.4356367805280112
7,23,3.405926514050348,23,3.4017576830283525
8,23,3.4237413120228917,20,3.41436178998608
9,23,3.415808628188413,21,3.408079924617874
10,23,3.4145795548984927,20,3.409517610406776
11,26,3.4391537506878107,25,3.431451949297488
12,26,3.433136294294392,24,3.4266940156653374
13,26,3.4272661528895227,24,3.420570620913114
14,24,3.413689252038539,22,3.4049355490675017
