window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,26,3.4385186305136326,25,3.4305517267900885
1,25,3.420422026799319,22,3.414225188596424
2,24,3.436077296517796,23,3.428262277897871
3,26,3.4293949289644114,24,3.421491906290048
4,24,3.4131063871549667,23,3.409129490085104
5,27,3.436647700997407,22,3.427108172888629
6,22,3.4057404829326563,20,3.4003936278708986
7,23,3.4116964553498454,21,3.4043631148187052
8,22,3.4278701864232954,20,3.4185266914584416
9,27,3.432069729673417,25,3.4277421273563218
10,22,3.4183423225399636,21,3.4108103626540385
11,27,3.4423601753527318,25,3.433272956102679
12,29,3.420635006267158,25,3.4127084107284573
13,25,3.4338614033165027,21,3.4256827117729642
14,26,3.4215427038757698,23,3.415718221195753
