window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,24,3.41413526718864,20,3.408498477470038
1,23,3.4166998827968356,22,3.4108405083052715
2,25,3.4272008725571665,22,3.4195367918973654
3,25,3.4201567833509485,22,3.4119739283739885
4,25,3.4239982054199527,22,3.4153296424483686
5,27,3.4324703573109603,21,3.4204885091414217
6,23,3.4181492765477763,21,3.412763433538379
7,26,3.420975511376783,22,3.4134746633488686
8,26,3.4284940553058263,22,3.419705711422767
9,28,3.4390309123338696,26,3.4306023561661014
10,25,3.4178939388659164,21,3.412341541370827
11,25,3.425659356948791,22,3.4167339228659186
12,28,3.437344721063945,22,3.4265784712130767
13,25,3.411026709519494,21,3.4023709736212537
14,26,3.42356084527043,19,3.414730878736046
