window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,25,3.42047803848074,21,3.411830329685447
1,26,3.443441101877114,25,3.434025112092192
2,25,3.4288947184005405,21,3.4207823417708045
3,25,3.430512357075108,23,3.422639887357856
4,24,3.4263418061570676,20,3.4183573524159616
5,26,3.4268219908680293,22,3.4201762259330746
6,26,3.436669609140587,21,3.426719675694155
7,23,3.4147012512636743,20,3.409237447350815
8,24,3.422102507500669,20,3.4125245940234086
9,26,3.4341410467636893,20,3.4230554484694133
10,28,3.4228037610786117,25,3.415742368647069
11,25,3.4203056568931567,21,3.413088913899547
12,20,3.4159821873873577,21,3.4116757549408576
13,25,3.435676203647548,20,3.4228506223749564
14,25,3.4293626424491466,21,3.420225709978369
