window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,24,3.4301268236494122,19,3.42172953833189
1,26,3.4268246590368294,24,3.4191420477618273
2,26,3.4326764617777514,22,3.425572321819805
3,28,3.429112747230528,25,3.421889537232632
4,26,3.4178697076327005,21,3.409532001683926
5,25,3.430126238301677,21,3.4218768483806716
6,25,3.4209491788979314,21,3.4140797663239715
7,24,3.423462581201795,22,3.4173918868665494
8,23,3.4246143065792176,23,3.4170890228800688
9,24,3.4190455162693785,20,3.410995105756596
10,28,3.426241429440245,22,3.416981709979423
11,22,3.416411677547132,19,3.409103388667832
12,22,3.3966195018114895,22,3.3931950356175777
13,28,3.421051985214155,24,3.4144600620464582
14,25,3.4216209716914894,21,3.412721150694728
