window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,24,3.4225909248024973,22,3.4144717494506147
1,27,3.4303696281891827,23,3.4222832331766546
2,23,3.411291400844084,21,3.4050733558646793
3,24,3.422320677585964,24,3.416704570476506
4,24,3.430835119575573,22,3.422702949836053
5,25,3.4175119909070317,21,3.409807897628241
6,26,3.441237927420108,23,3.4324195601694965
7,23,3.4174728868486692,21,3.410594720870024
8,26,3.430625714877926,23,3.4215670583647935
9,25,3.4254251471591997,22,3.4160469298880827
10,20,3.4205459444201938,17,3.4135039873885984
11,28,3.435874644039019,25,3.4276865108051844
12,27,3.423313557266821,23,3.4163104963761834
13,27,3.4360672789057127,24,3.4267611729898277
14,30,3.4410253452299844,23,3.4278532617614292
