window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,10,3.2056975625082984,10,3.2372710934038493
1,10,3.2804601735120333,10,3.2694138711908125
2,10,3.263786021907063,10,3.2337887271263366
3,13,3.5037764624646743,12,3.4035767950102502
4,12,3.3036844929503952,11,3.318232430455011
5,10,3.1650054071937586,10,3.230193253867958
6,11,3.311219343724168,11,3.3612020755854832
7,11,3.3327619703796367,11,3.258218794353613
8,12,3.3523260637560144,12,3.297655217829714
9,10,3.199540411651227,10,3.2613522200447598
10,12,3.3479014610601374,12,3.3664801129540893
11,12,3.304530390092734,12,3.342748798226879
12,10,3.212246100470868,10,3.269022484085314
13,10,3.2656048706128495,10,3.23301594163616
14,13,3.4691407187482532,13,3.3876850794674183
