src_ip,dst_ip,src_port,dst_port,outbound_byte_ratio,duration,packets_per_second,total_packets,total_bytes,packet_size_avg,packet_size_std,proto_TCP,proto_UDP,proto_ICMP,proto_other,window_id
59.166.0.8,149.171.126.6,39242,21,0.60057,0.1587116911548208,5.098589381039637,3.367295829986474,7.470793774195062,4.153848100957706,0.0,1,0,0,0,0
59.166.0.4,149.171.126.1,48255,143,0.666297,0.456791735273505,6.062213504439876,5.517452896464707,10.06147372459291,4.558534952287281,4.913486914504098,1,0,0,0,0
59.166.0.4,149.171.126.9,55752,23951,0.358491,0.0009995003330835,8.987321812850125,2.19722457733622,6.744059186311348,4.672828834461906,4.032923417015119,0,1,0,0,0
59.166.0.4,149.171.126.6,15591,13597,0.895203,0.0109399400383343,8.866709848584021,4.3694478524670215,10.05470536427875,5.701300764425882,6.138656378070427,1,0,0,0,0
59.166.0.8,149.171.126.5,45180,80,0.865509,0.6951451832226183,3.430124204311384,3.4339872044851463,9.371523409567573,5.972791281842361,6.147944128651455,1,0,0,0,0
59.166.0.8,149.171.126.9,57860,111,0.348624,0.0039920212695374,7.601402334583733,2.19722457733622,6.771935555839602,4.700480365792417,4.174387269895637,0,1,0,0,0
59.166.0.2,149.171.126.9,23393,21,0.583417,0.3450071390710503,4.766479643369251,3.8918202981106265,8.007700012884026,4.152023673808778,0.0,1,0,0,0,0
59.166.0.8,149.171.126.2,40277,43471,0.358491,0.0009995003330835,8.987321812850125,2.19722457733622,6.744059186311348,4.672828834461906,4.032923417015119,0,1,0,0,0
59.166.0.1,149.171.126.1,34582,21,0.579318,0.1798184265758361,5.653414923565891,4.04305126783455,8.174702882469461,4.1647253589839,0.0,1,0,0,0,0
59.166.0.3,149.171.126.5,6880,53,0.549383,0.0009995003330835,8.294299608857235,1.6094379124341005,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.4,149.171.126.8,18999,21,0.60057,0.4873522675803485,3.819600366661632,3.367295829986474,7.470793774195062,4.153848100957706,0.0,1,0,0,0,0
59.166.0.9,149.171.126.6,24408,21,0.60057,0.7400307664587957,3.2789335095355483,3.367295829986474,7.470793774195062,4.153848100957706,0.0,1,0,0,0,0
59.166.0.7,149.171.126.0,43105,53968,0.358491,0.0009995003330835,8.987321812850125,2.19722457733622,6.744059186311348,4.672828834461906,4.032923417015119,0,1,0,0,0
59.166.0.2,149.171.126.9,46302,5190,0.878027,0.1578580846155803,6.124990457529977,4.3694478524670215,10.111030037621688,5.757444757107714,6.131052067750816,1,0,0,0,0
59.166.0.8,149.171.126.3,61218,6881,0.977313,0.9210792486059522,6.078066889412663,6.490723534502507,13.237374575064694,6.749340200685372,6.367120078600004,1,0,0,0,0
59.166.0.3,149.171.126.4,3809,25,0.082953,0.3688011237365729,5.355464570325153,4.553876891600541,10.61513749632705,6.07412248976374,6.259879291602824,1,0,0,0,0
59.166.0.5,149.171.126.7,62829,80,0.857914,0.7696451515326703,3.353756621637293,3.49650756146648,9.3803362790795,5.917212333782771,6.128884723601532,1,0,0,0,0
59.166.0.8,149.171.126.4,55810,22,0.594871,0.0059820716775474,9.141454637571275,4.04305126783455,9.127284796838858,5.10789163344842,5.414802960891331,1,0,0,0,0
59.166.0.7,149.171.126.9,26756,21,0.575752,0.6119371251344021,4.656484808648193,4.48863636973214,8.633731007664188,4.171761440806576,0.0,1,0,0,0,0
59.166.0.7,149.171.126.8,10537,6881,0.977132,0.2963940130538024,7.556973287533374,6.493753839851687,13.237559959961704,6.746494025337252,6.367675056949881,1,0,0,0,0
59.166.0.2,149.171.126.1,40648,12624,0.945494,0.1544363533044189,7.058480080326212,5.272999558563747,11.519414366438353,6.253471888270544,6.344357684020615,1,0,0,0,0
59.166.0.6,149.171.126.2,21149,6881,0.975561,1.6066339851013662,5.050129360910661,6.428105272684596,13.1493655161069,6.724077462483642,6.371792330089145,1,0,0,0,0
59.166.0.5,149.171.126.9,14293,18725,0.954152,0.2358623237219844,4.333203576213439,3.044522437723423,9.13227071655426,6.138590611998276,6.315720270433907,1,0,0,0,0
59.166.0.9,149.171.126.4,35371,25,0.083165,0.3520643313810491,5.410524061051555,4.553876891600541,10.61258189842552,6.07157271879255,6.259879291602824,1,0,0,0,0
59.166.0.1,149.171.126.7,16310,53,0.549383,0.0009995003330835,8.294299608857235,1.6094379124341005,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.0,149.171.126.8,18812,11067,0.361905,0.0009995003330835,8.987321812850125,2.19722457733622,6.734591659972948,4.663439094112067,4.032923417015119,0,1,0,0,0
59.166.0.2,149.171.126.4,14030,5190,0.691913,0.1914464645709552,5.389115011984837,3.8501476017100575,8.73761303680885,4.916165341868522,5.54957012237168,1,0,0,0,0
59.166.0.8,149.171.126.7,26510,56140,0.872265,0.0109399400383343,8.758512378801758,4.262679877041316,9.767610553984774,5.523059639225943,6.046573190909517,1,0,0,0,0
59.166.0.0,149.171.126.6,55011,143,0.652093,0.9270328284060572,5.096262098563133,5.517452896464707,10.019535750898797,4.51704381671644,4.804694522814006,1,0,0,0,0
59.166.0.3,149.171.126.6,42158,21,0.955446,0.0009995003330835,8.294299608857235,1.6094379124341005,5.313205979041787,3.9415818076696905,0.0,1,0,0,0,0
59.166.0.0,149.171.126.6,6723,42880,0.924022,0.0246926125903715,8.4252971767117,4.74493212836325,10.705915056260707,5.972245959977137,6.247306071220646,1,0,0,0,0
149.171.126.18,175.45.176.1,47439,53,0.0,0.0009995003330835,6.90875477931522,0.6931471805599453,4.890349128221754,4.890349128221754,0.0,0,1,0,0,0
59.166.0.2,149.171.126.1,39928,6881,0.974844,1.2169877414034307,5.070051864158977,5.932245187448011,12.641190402608826,6.712814002231991,6.37331111206496,1,0,0,0,0
59.166.0.1,149.171.126.1,51180,5812,0.954152,0.2183319943169877,4.418445505657641,3.044522437723423,9.13227071655426,6.138590611998276,6.315720270433907,1,0,0,0,0
59.166.0.3,149.171.126.4,40221,22,0.594871,0.0168571170664229,8.100197151003307,4.04305126783455,9.127284796838858,5.10789163344842,5.414802960891331,1,0,0,0,0
59.166.0.6,149.171.126.1,45908,21,0.579318,0.3038014543316642,5.067308457999273,4.04305126783455,8.174702882469461,4.1647253589839,0.0,1,0,0,0,0
59.166.0.7,149.171.126.8,30877,21,0.579318,0.1955667835439752,5.561678284191711,4.04305126783455,8.174702882469461,4.1647253589839,0.0,1,0,0,0,0
59.166.0.0,149.171.126.3,36524,53,0.554795,0.0009995003330835,8.294299608857235,1.6094379124341005,5.680172609017068,4.304065093204169,0.0,0,1,0,0,0
59.166.0.8,149.171.126.1,45878,21,0.580079,0.8073683246499681,4.020884639013652,4.23410650459726,8.372860820526318,4.168715105853296,0.0,1,0,0,0,0
59.166.0.2,149.171.126.6,47139,25,0.079372,0.7889118025443247,4.372835904001435,4.553876891600541,10.628012268788328,6.086968130935816,6.257335009596105,1,0,0,0,0
59.166.0.6,149.171.126.8,21631,59097,0.910874,0.0158733491562901,8.678631537293768,4.553876891600541,10.374209673604785,5.833814843664538,6.198484600621338,1,0,0,0,0
59.166.0.0,149.171.126.7,39099,25349,0.856244,0.0629747991613884,5.3770574492508585,2.70805020110221,7.708410667257367,5.075173815233827,5.510799013220489,1,0,0,0,0
59.166.0.9,149.171.126.8,5247,53,0.554795,0.0009995003330835,8.294299608857235,1.6094379124341005,5.680172609017068,4.304065093204169,0.0,0,1,0,0,0
59.166.0.4,149.171.126.8,46215,58238,0.855072,0.2791457414294945,3.795000552955029,2.70805020110221,7.700295203420117,5.0671056423844965,5.510799013220489,1,0,0,0,0
59.166.0.5,149.171.126.4,15097,13717,0.388116,0.004987541511039,8.881975184248867,3.610917912644224,8.752897524775305,5.174893452258639,5.104186788926418,1,0,0,0,0
59.166.0.5,149.171.126.4,29507,28766,0.942213,0.0344014267173324,8.415223744912046,5.068904202220232,11.273893864391685,6.213290775132743,6.35007542865964,1,0,0,0,0
59.166.0.4,149.171.126.8,4541,61039,0.368932,0.0009995003330835,8.987321812850125,2.19722457733622,6.715383386334681,4.6443908991413725,4.032923417015119,0,1,0,0,0
59.166.0.4,149.171.126.5,34231,34766,0.929539,0.0723206615796261,7.327123292259293,4.74493212836325,10.781307689847694,6.047455125960697,6.296109136676125,1,0,0,0,0
59.166.0.7,149.171.126.8,13343,53,0.549383,0.0009995003330835,8.294299608857235,1.6094379124341005,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.2,149.171.126.1,12842,21,0.588423,0.1406311297397456,5.583122787903641,3.713572066704308,7.826443135456014,4.153006474870687,0.0,1,0,0,0,0
59.166.0.3,149.171.126.5,24787,21,0.642466,0.2776317365982795,3.6506582412937383,2.5649493574615367,6.594413459749778,4.124442587988544,0.0,1,0,0,0,0
59.166.0.7,149.171.126.6,6972,45548,0.034602,0.2021241840901343,4.502979241926987,3.044522437723423,9.13227071655426,6.138590611998276,6.315720270433907,1,0,0,0,0
59.166.0.1,149.171.126.4,12871,38376,0.910131,0.0246926125903715,8.188966863648876,4.51085950651685,10.328787967145065,5.831882477283517,6.186902465441298,1,0,0,0,0
