window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,11,3.326844930913928,11,3.2963640408249844,0.45309088733818953,-0.243824164789804,0.3209620776380257,0.6472300439454917,3.3268449309297985,0.984139623518973,1.1387399272521257
1,11,3.238825781777688,11,3.3291639959216583,0.4577706527470971,-0.24043743629224595,0.2995482860393067,0.5398094265947883,3.2388257817935577,0.9841396235189732,1.2600723178135462
2,10,3.245332744549902,10,3.140593737543587,0.4573848863513228,-0.24075817575772218,0.30652783500730485,0.5747933014837194,3.245332744564329,0.9877999614670878,1.222843564330157
3,10,3.107932568240627,10,3.18286463017255,0.45762152497920067,-0.24056142625375287,0.30208209993970014,0.552645611399222,3.1079325682550545,0.9877999614670878,1.2467119516766751
4,10,3.246496917145576,10,3.224320290793647,0.4574044014467811,-0.24074195023534742,0.3061361059799461,0.5728617764054265,3.2464969171600035,0.9877999614670878,1.224967140358501
5,12,3.3374060080517816,12,3.3874534927181457,0.45752982160833466,-0.2406376715941351,0.3037331730105181,0.5609280377158475,3.337406008069094,0.9812256588900357,1.2379086162237758
6,10,3.25582906888415,10,3.235082405332108,0.45741716283280287,-0.24073133997956536,0.30588277601749153,0.5716105553619457,3.255829068898577,0.9877999614670876,1.2263384373749648
7,10,3.17752096867156,10,3.24381963136642,0.457595444115736,-0.24058311078174333,0.3025437001378496,0.5549678019300428,3.1775209686859878,0.9877999614670878,1.244258302285896
8,10,3.210474886878526,10,3.155830438827448,0.4574079660247952,-0.2407389865224389,0.30606512347125053,0.5725113535327764,3.210474886892953,0.9877999614670878,1.2253515352121338
9,13,3.4323667121283554,13,3.3447264601771924,0.4574352329000999,-0.24071631590336404,0.30552773679992745,0.5698542133273865,3.43236671214711,0.974402547729309,1.2282576010178694
10,12,3.2788584108449936,12,3.3973780689613817,0.45766169172520277,-0.24052803023796804,0.3013826191864335,0.5491170513012751,3.278858410862306,0.9812256588900357,1.2504186573355724
11,10,3.2526565692022467,10,3.1838707480700696,0.4573990050822906,-0.24074643695861087,0.3062438963408893,0.5733936618279432,3.2526565692166733,0.9877999614670877,1.2243831805442262
12,10,3.102432594693268,10,3.2157709132660712,0.4577210675412655,-0.24047866313986233,0.3003722167337627,0.5439997673341271,3.102432594707693,0.9877999614670877,1.2557483054492717
13,12,3.354513121954049,12,3.342748798226879,0.4573912218918182,-0.24075290817118716,0.3064000745156209,0.574163781070311,3.354513121971361,0.9812256588900357,1.2235365708989139
14,11,3.323007205456153,11,3.1873543976992784,0.45743783185911374,-0.240714155039344,0.3054770176438223,0.5696030482965316,3.323007205472023,0.9841396235189729,1.2285315045101421
