window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,94,4.545952982546238,28,4.044457946303938
1,92,4.228942689785756,28,3.901391078701642
2,24,3.4143264446337938,23,3.408195868890575
3,26,3.4408923059121657,27,3.432191465524053
4,25,3.4316994679237425,21,3.420020345042361
5,23,3.4252314539489395,22,3.416903208705818
6,25,3.4313994544762054,21,3.4221998830018956
7,24,3.4381105276141963,21,3.4287770242926414
8,24,3.4234609438445496,22,3.415931690225657
9,24,3.4030038924048935,19,3.395690336122034
10,25,3.4226721441647334,24,3.416066243536549
11,23,3.4102026091047453,21,3.405162622563211
12,27,3.4293533499502056,24,3.421623238125561
13,24,3.4224210762265037,22,3.415572940949895
14,24,3.4318205323119,21,3.4230662259128946
