window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,80,3.784133721500409,29,3.6681673882102808
1,26,3.4245318830107716,24,3.4198427682719714
2,63,3.5491606610785293,29,3.5123836824047685
3,80,3.8948408584583896,32,3.7368837049050243
4,27,3.4243413676439483,24,3.416053712852652
5,79,4.003563579948989,32,3.799088391782871
6,55,3.495102050766317,29,3.4743226757794754
7,25,3.4267973512962797,22,3.418225520022806
8,25,3.417554871272314,22,3.41002205057397
9,26,3.441417776854121,24,3.432697610791992
10,25,3.4293906185388567,22,3.4208226662417625
11,84,4.214539090315874,32,3.9236169815465196
12,28,3.4252421482616695,23,3.4143068517033153
13,23,3.4221476341262376,23,3.414999236033469
14,30,3.4434620272933074,25,3.4347148356794994
