window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,26,3.4223629935758684,21,3.414284520768426
1,23,3.426247313990563,25,3.4210065618286314
2,23,3.4289176410931197,23,3.421537221171451
3,24,3.412663025043147,21,3.404741226676492
4,26,3.4179393879698408,22,3.409170264317132
5,25,3.433096340979754,22,3.423254873909714
6,23,3.418621950663884,24,3.4132496078440266
7,21,3.4089763591363593,19,3.401418766436213
8,22,3.418296520645775,21,3.411883680674387
9,27,3.410972067491596,25,3.406217450603929
10,80,4.024729309328478,32,3.8087275726898264
11,81,3.871786187923662,30,3.7129906470481306
12,27,3.429255167144769,24,3.422562174435029
13,83,4.058946302084372,30,3.8292351497375887
14,82,4.141539001760063,31,3.873199798712486
