window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,82,4.4276091084054965,30,4.016628192468977
1,26,3.4239309136647913,21,3.4170473836085886
2,24,3.4267946988558258,22,3.4201780479854995
3,25,3.4130233757101673,21,3.405557891923812
4,23,3.4168876406888273,20,3.409295603503172
5,27,3.4151530428668235,23,3.406169209986651
6,27,3.4405628343113777,25,3.4334939177267016
7,28,3.4369237226864136,24,3.4291836445414043
8,26,3.430153883005569,21,3.4222572946584893
9,24,3.4144045578707187,24,3.410519544748421
10,81,4.448589410739387,29,4.019999233800521
11,25,3.415495201129889,20,3.4085468404299895
12,26,3.436729593981307,24,3.427775474508403
13,23,3.412852879554932,20,3.40618468627836
14,24,3.4118613097946295,23,3.4072279726946992
