window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,20,3.4092024171399262,19,3.40179357466946
1,24,3.405164040117621,23,3.401785245300938
2,26,3.4256798167506552,21,3.418155440415506
3,93,3.9572256765587386,30,3.7602444557789956
4,28,3.429428344732826,24,3.4184452950332314
5,26,3.4174579749711422,21,3.409705254776505
6,28,3.440393746745099,22,3.429373702635145
7,27,3.4382828534772476,25,3.4319698164275505
8,27,3.417678696642664,23,3.410143645574919
9,22,3.3990039930559286,18,3.393874882533081
10,93,4.066883620825117,32,3.8199747805870063
11,25,3.411223652000345,21,3.4067799628991944
12,25,3.4084356694986275,24,3.405208893278169
13,27,3.433706315747402,20,3.4203923535514
14,95,4.299940067514102,31,3.9406670901739966
