window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,23,3.4094398697431316,20,3.403816441657899
1,98,4.152528247622361,30,3.8662953313780886
2,25,3.4273685681025925,24,3.4193081854416434
3,100,4.044176875786783,31,3.8048870647769446
4,26,3.418798978560632,22,3.411148469980411
5,26,3.4192106452884885,22,3.4132340813325484
6,26,3.4147911918809353,24,3.4081937480888596
7,24,3.4214822018423656,23,3.4148786769736366
8,26,3.423581847146819,22,3.416074409823848
9,28,3.4262600252040247,22,3.4158573712652793
10,26,3.4309301368569525,21,3.4217196188728902
11,25,3.4153347157762832,26,3.412687725300347
12,29,3.4283993364052665,22,3.418628992902225
13,102,3.982824921035663,31,3.7744879694236433
14,24,3.4239138920847267,19,3.4126537446851417
