window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,21,3.41973062531363,19,3.4137060428374832,0.48793694989401776,-0.2152991081506491,0.2640604251198755,0.7428187928679651,3.419730625343926,0.42661630715198545,1.223217741859306
1,22,3.406030789263346,20,3.4001124246012413,0.4812606525812166,-0.22090704154206275,0.26179526720594326,0.6050145734242012,3.4060307892950843,0.34043445536884426,1.3095971109142122
2,21,3.4076211334612285,18,3.403846462705107,0.4942878863495219,-0.21007575078877944,0.23460469785138144,0.6578284677270567,3.407621133491525,0.44321504611515694,1.3325174649622489
3,19,3.3885132517094867,17,3.385871333376381,0.48663246090708734,-0.21644073511943784,0.2527075806777207,0.6329543759653115,3.388513251736898,0.616728698034573,1.3127067883683166
4,20,3.4087845716749268,17,3.4013779609169887,0.49609690933646455,-0.20857166678296246,0.22846188816477764,0.6555430090010953,3.40878457170378,0.5170426363337355,1.344290902682023
5,24,3.416574712897584,20,3.4083723349453394,0.49838471333791556,-0.20666950775465587,0.22018864407716368,0.6542657379370629,3.4165747129322095,0.1853143594017879,1.3584166816599936
6,21,3.398346858202943,18,3.395011069297603,0.4949830571334245,-0.2094977618605423,0.23138031093182967,0.649863543882123,3.398346858233239,0.43089130025944494,1.3424882028609835
7,21,3.4048622597760985,18,3.400564469995876,0.49480700220746154,-0.2096441399885146,0.23201031083571771,0.650401004953335,3.4048622598063942,0.42228446631361766,1.3411164748644824
8,18,3.408080377267331,17,3.405191462111321,0.47160870691507023,-0.22893200153773474,0.28177191784037364,0.5971702429548551,3.4080803772933,0.7062829062265127,1.270828946895632
9,23,3.406172336108151,20,3.40253780267959,0.49076729021893856,-0.21300289564496566,0.24434461498862062,0.6527236818097438,3.4061723361413314,0.25193264458261266,1.3177818814818156
10,22,3.423275959471828,19,3.4144311330013557,0.49303961473028385,-0.21111360679777563,0.23698817206055178,0.6468427678616422,3.4232759595035667,0.3307474636019624,1.3343895331413116
11,21,3.4150731572747106,18,3.4054873268918917,0.4947212971815305,-0.2097153980983619,0.23233653455160924,0.650824136719712,3.4150731573050064,0.4215803695408486,1.340324591469002
12,22,3.4265348942343405,18,3.418979011118114,0.5008313184835426,-0.20463531598669712,0.2104225962505466,0.6569885507833257,3.4265348942660787,0.3369078965266209,1.3716495625883949
13,22,3.421407108044617,19,3.414535718919248,0.49363714374297274,-0.21061680060046203,0.2352207687981211,0.6471052588692809,3.421407108076356,0.3441525930603846,1.3373584223774901
14,21,3.4176446736339754,17,3.409610098246683,0.5019746482817529,-0.20368471222141926,0.20491007800899141,0.6577446152617414,3.417644673664269,0.4215150787846912,1.3789927386144631
