window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,s_rho,trace_distance,s_entanglement
0,80,3.784133721500409,29,3.6681673882102808,0.40623486999243325,-0.2832021847449325,0.0981948984435792,0.19747199004286042,3.7841337216158104,0.9755940273476127,1.4947945720714777
1,26,3.424531883010772,24,3.4198427682719714,0.48022365655502053,-0.2217692357476394,0.2775624846507974,0.6935036663513694,3.4245318830482776,0.15494481780412922,1.224586298427859
2,63,3.5491606610785293,29,3.5123836824047685,0.45442495413777273,-0.24321916532658752,0.09631824145537984,0.37359223053356216,3.5491606611694086,0.9899341001355986,1.5388843398829488
3,80,3.8948408584583896,32,3.736883704905024,0.4270278944025079,-0.26599802421984614,0.09448467086946873,0.27520794638712204,3.894840858573792,0.9709097021895128,1.5242767917804636
4,27,3.4243413676439483,24,3.416053712852652,0.4891856489760267,-0.21431792663880891,0.25585301546152717,0.7041200547998082,3.424341367682897,0.21547541999556463,1.2651546384473782
5,79,4.003563579948989,32,3.799088391782871,0.4341470598119503,-0.2600789049469586,0.0928522219356182,0.2895970918087642,4.003563580062953,0.9580575920084524,1.549414750947523
6,55,3.495102050766317,29,3.4743226757794754,0.47065447621040934,-0.22972538180492827,0.1062783803671993,0.4842994376421703,3.495102050845654,0.9933993399339944,1.485185081276867
7,25,3.42679735129628,22,3.418225520022806,0.49137511697622477,-0.21249752754818624,0.24547260242924562,0.673994853573154,3.426797351332343,0.14511669074337047,1.3035674875085492
8,25,3.417554871272314,22,3.41002205057397,0.48871932666232965,-0.21470564306842302,0.24748131462613945,0.6344583301779885,3.4175548713083783,0.14336737448460252,1.3219148559997311
9,26,3.441417776854121,24,3.432697610791992,0.4767214746906912,-0.22468107034875917,0.27327274903470855,0.6133469962586126,3.441417776891628,0.15501379152295108,1.2809199910384088
10,25,3.4293906185388567,22,3.4208226662417625,0.488111988912221,-0.2152106045877964,0.2504277744165987,0.6442739447192759,3.4293906185749217,0.14620068807360076,1.3109290851164452
11,84,4.214539090315874,32,3.92361698154652,0.4245123810156024,-0.2680895086724889,0.09325100359599753,0.2538835687660498,4.2145390904370466,0.9498841773032914,1.547867895905941
12,28,3.425242148261669,23,3.4143068517033157,0.5010554393458815,-0.20444897418405122,0.21790787631700778,0.7262612927331102,3.4252421483020608,0.2917128520071902,1.3180080104662673
13,23,3.4221476341262376,23,3.414999236033469,0.4576995715298916,-0.2404965356639427,0.3007349064858704,0.5458393790430851,3.422147634159417,0.24971758971882835,1.2538385926280877
14,30,3.4434620272933074,25,3.4347148356794994,0.496479969044995,-0.20825317775046656,0.2292645722991348,0.6720316974253179,3.4434620273365777,0.4795604092314572,1.3336323872988216
