dataset,dataset_id,split,kind,window_id,src_ip,flow_count,window_flow_count,flow_fraction,true_malicious,window_has_malicious,label_available,unique_dst_ip_count,top_dst_ip_share,window_unique_dst_ip_count,unique_dst_ip_ratio_to_window,unique_dst_port_count,top_dst_port_share,window_unique_dst_port_count,unique_dst_port_ratio_to_window,unique_src_port_count,total_packets_mean,total_packets_sum,total_packets_std,window_total_packets_mean,window_total_packets_sum,total_packets_mean_ratio_to_window,total_packets_sum_fraction_of_window,total_bytes_mean,total_bytes_sum,total_bytes_std,window_total_bytes_mean,window_total_bytes_sum,total_bytes_mean_ratio_to_window,total_bytes_sum_fraction_of_window,packets_per_second_mean,packets_per_second_std,window_packets_per_second_mean,window_packets_per_second_sum,packets_per_second_mean_ratio_to_window,duration_mean,duration_std,window_duration_mean,window_duration_sum,duration_mean_ratio_to_window,packet_size_avg_mean,packet_size_avg_std,window_packet_size_avg_mean,window_packet_size_avg_sum,packet_size_avg_mean_ratio_to_window,packet_size_std_mean,packet_size_std_std,window_packet_size_std_mean,window_packet_size_std_sum,packet_size_std_mean_ratio_to_window,outbound_byte_ratio_mean,outbound_byte_ratio_std,window_outbound_byte_ratio_mean,window_outbound_byte_ratio_sum,outbound_byte_ratio_mean_ratio_to_window,flow_count_rank_desc,flow_count_rank_pct,total_packets_sum_rank_desc,total_packets_sum_rank_pct,total_bytes_sum_rank_desc,total_bytes_sum_rank_pct,packets_per_second_mean_rank_desc,packets_per_second_mean_rank_pct,preserved_by_label_for_eval
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.0,696,6666,0.10441044104410441,0,0,1,10,0.10775862068965517,21,0.47619047619047616,227,0.23275862068965517,2102,0.10799238820171266,688,3.5899349313530817,2498.594712221745,1.3086570131149378,3.523833238220064,23489.872365974945,1.018758462351756,0.1063690203715605,8.53523310967352,5940.522244332769,1.9386171432174384,8.478794346322761,56519.64311258753,1.0066564609360098,0.10510544506622603,6.858033196815607,1.9196598859712246,6.878742063205086,45853.694593325105,0.9969894399006103,0.22964264331791892,0.4137744776847043,0.23180224414198172,1545.1937594504502,0.9906834343556224,5.017790463529693,0.817620124600595,5.036376855393673,33572.48811805422,0.9963095708685749,3.414701013497722,2.836030724871469,3.491463686678346,23274.096935397854,0.9780141854336015,0.6551906293103448,0.22610281650257624,0.6419108570357035,4278.977773,1.0206878760953917,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.34615384615384615,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.5,676,6666,0.10141014101410141,0,0,1,10,0.11834319526627218,21,0.47619047619047616,253,0.20857988165680474,2102,0.1203615604186489,667,3.5141519762519002,2375.5667359462846,1.2646170809787531,3.523833238220064,23489.872365974945,0.9972526333360049,0.10113153017328823,8.474616322756184,5728.840634183181,1.9016049514707225,8.478794346322761,56519.64311258753,0.9995072384827461,0.10136016999915037,6.919330742788037,1.9292179249561556,6.878742063205086,45853.694593325105,1.0059005962441974,0.21633799398137074,0.3923506552570015,0.23180224414198172,1545.1937594504502,0.9332868833179245,5.034050803333099,0.794084794505263,5.036376855393673,33572.48811805422,0.9995381497200547,3.619973789234699,2.761203544195412,3.491463686678346,23274.096935397854,1.0368069423281365,0.6517268387573965,0.23864482004898516,0.6419108570357035,4278.977773,1.015291814453836,2.0,0.9615384615384616,4.0,0.8846153846153846,3.0,0.9230769230769231,6.0,0.7692307692307693,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.4,673,6666,0.10096009600960096,0,0,1,10,0.1188707280832095,21,0.47619047619047616,246,0.20802377414561665,2102,0.1170313986679353,665,3.6557706713172156,2460.333661796486,1.297952817000901,3.523833238220064,23489.872365974945,1.0374414520148505,0.10474018859975913,8.673832072419135,5837.488984738077,1.973507060303653,8.478794346322761,56519.64311258753,1.0230030023290941,0.10328248133325538,7.034436709277722,1.834791465691725,6.878742063205086,45853.694593325105,1.0226341741908682,0.20853071337657825,0.39119442271868415,0.23180224414198172,1545.1937594504502,0.8996061023846285,5.08682836749328,0.8338105851492068,5.036376855393673,33572.48811805422,1.0100174219579252,3.6171521043930652,2.822098450220732,3.491463686678346,23274.096935397854,1.0359987755835132,0.6513243194650817,0.24205962277730209,0.6419108570357035,4278.977773,1.01466475029391,3.0,0.9230769230769231,2.0,0.9615384615384616,2.0,0.9615384615384616,2.0,0.9230769230769231,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.7,662,6666,0.09930993099309932,0,0,1,10,0.12386706948640483,21,0.47619047619047616,221,0.24622356495468278,2102,0.10513796384395814,653,3.555865030665376,2353.982650300479,1.2580525933472986,3.523833238220064,23489.872365974945,1.009090042087659,0.10021266244554909,8.495144773765354,5623.785840232665,1.9138807923038699,8.478794346322761,56519.64311258753,1.0019283906148382,0.09950143933198664,6.766529095284518,1.9824278261394188,6.878742063205086,45853.694593325105,0.9836869929284303,0.23641602775603232,0.38858853626341777,0.23180224414198172,1545.1937594504502,1.0199039643948598,5.0100890993661675,0.8244413347973939,5.036376855393673,33572.48811805422,0.9947804231529352,3.4526310103572517,2.808081706960455,3.491463686678346,23274.096935397854,0.988877823226614,0.6449559003021148,0.2337961969009905,0.6419108570357035,4278.977773,1.0047437167217783,4.0,0.8846153846153846,5.0,0.8461538461538461,6.0,0.8076923076923077,11.0,0.3076923076923077,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.2,658,6666,0.09870987098709871,0,0,1,10,0.11094224924012158,21,0.47619047619047616,226,0.2066869300911854,2102,0.10751665080875357,648,3.5752662809535978,2352.5252128674674,1.2563414298745788,3.523833238220064,23489.872365974945,1.014595765252363,0.10015061709211744,8.551643563718082,5626.981464926498,1.9206329337020536,8.478794346322761,56519.64311258753,1.0085919311661233,0.09955797940403677,6.973004285250344,1.9273530641652967,6.878742063205086,45853.694593325105,1.0137034098937179,0.2153284610900951,0.3969273023802869,0.23180224414198172,1545.1937594504502,0.9289317361319581,5.046924047416474,0.8072573869188159,5.036376855393673,33572.48811805422,1.0020942023056725,3.654009038898502,2.7621682747033307,3.491463686678346,23274.096935397854,1.0465550745494923,0.6550422796352583,0.23468856890955864,0.6419108570357035,4278.977773,1.0204567697455604,5.0,0.8461538461538461,6.0,0.8076923076923077,5.0,0.8461538461538461,4.0,0.8461538461538461,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.8,657,6666,0.09855985598559856,0,0,1,10,0.1126331811263318,21,0.47619047619047616,225,0.197869101978691,2102,0.10704091341579448,647,3.6278925885538116,2383.5254306798543,1.3492055149182987,3.523833238220064,23489.872365974945,1.0295301574447686,0.10147034405058702,8.639957798519296,5676.452273627177,2.030996894845404,8.478794346322761,56519.64311258753,1.0190078265392097,0.10043326463190229,6.87223823789155,1.954679491183826,6.878742063205086,45853.694593325105,0.9990545036790484,0.26193198728999145,0.4477461625093616,0.23180224414198172,1545.1937594504502,1.1299803772803636,5.083673668757914,0.8341496072479498,5.036376855393673,33572.48811805422,1.0093910393765686,3.6420729104768497,2.8046018303974876,3.491463686678346,23274.096935397854,1.0431364142130854,0.6663112754946727,0.23365710522699,0.6419108570357035,4278.977773,1.038012160398172,6.0,0.8076923076923077,3.0,0.9230769230769231,4.0,0.8846153846153846,9.0,0.38461538461538464,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.1,654,6666,0.09810981098109811,0,0,1,10,0.11926605504587157,21,0.47619047619047616,231,0.20948012232415902,2102,0.109895337773549,649,3.501929029512471,2290.261585301156,1.2769189283702909,3.523833238220064,23489.872365974945,0.993783982604507,0.09749995868937107,8.430289696213894,5513.409461323887,1.934134880607519,8.478794346322761,56519.64311258753,0.9942792986682235,0.0975485540547582,7.013560808604765,1.890043373474539,6.878742063205086,45853.694593325105,1.0195993314127643,0.20427088281176478,0.40302502885486674,0.23180224414198172,1545.1937594504502,0.8812290992603434,5.003209248234342,0.8038120556244672,5.036376855393673,33572.48811805422,0.9934143913150959,3.523655452472748,2.7625757682750436,3.491463686678346,23274.096935397854,1.0092201347868028,0.6386433363914373,0.2353335757909554,0.6419108570357035,4278.977773,0.9949096971823232,7.0,0.7692307692307693,7.0,0.7692307692307693,7.0,0.7692307692307693,3.0,0.8846153846153846,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.3,645,6666,0.09675967596759676,0,0,1,10,0.11782945736434108,21,0.47619047619047616,222,0.2124031007751938,2102,0.10561370123691723,636,3.542431705638605,2284.8684501369003,1.3381641343358193,3.523833238220064,23489.872365974945,1.005277907937532,0.09727036462941918,8.495358924327011,5479.506506190922,2.006866697152988,8.478794346322761,56519.64311258753,1.0019536478097777,0.09694871029662565,6.7313287649765785,1.96001083660795,6.878742063205086,45853.694593325105,0.9785697302102614,0.24994578026697764,0.447784367508896,0.23180224414198172,1545.1937594504502,1.0782716154977463,5.029214244609526,0.8265008598430955,5.036376855393673,33572.48811805422,0.9985778246962445,3.472065151697063,2.8090660646012555,3.491463686678346,23274.096935397854,0.9944440106722868,0.6632446372093024,0.22470843651490663,0.6419108570357035,4278.977773,1.033234801903985,8.0,0.7307692307692307,8.0,0.7307692307692307,8.0,0.7307692307692307,13.0,0.23076923076923078,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.9,627,6666,0.09405940594059406,0,0,1,10,0.11483253588516747,21,0.47619047619047616,200,0.215311004784689,2102,0.09514747859181731,622,3.4438946489093705,2159.3219448661753,1.316228925425478,3.523833238220064,23489.872365974945,0.9773148773206216,0.09192565677768223,8.348222822474778,5234.335709691686,1.9836058672008998,8.478794346322761,56519.64311258753,0.9846002251600061,0.09261091226752532,6.913832317822594,1.9972438388213642,6.878742063205086,45853.694593325105,1.0051012604187048,0.23096325739683599,0.42255249370050907,0.23180224414198172,1545.1937594504502,0.9963805926545222,4.985207436594747,0.8046864326120181,5.036376855393673,33572.48811805422,0.9898400337647238,3.344563922859813,2.820089333165314,3.491463686678346,23274.096935397854,0.9579260227224965,0.6371271244019139,0.23176850439054872,0.6419108570357035,4278.977773,0.9925476682916994,9.0,0.6923076923076923,10.0,0.6538461538461539,10.0,0.6538461538461539,7.0,0.7307692307692307,0
attack_test_01,NF-UNSW-NB15-v3-Benign,test,attack,0,59.166.0.6,612,6666,0.09180918091809182,0,0,1,10,0.11764705882352941,21,0.47619047619047616,219,0.20588235294117646,2102,0.10418648905803997,604,3.636439655089387,2225.501068914705,1.3020067090114875,3.523833238220064,23489.872365974945,1.0319556600034234,0.09474300388870315,8.664616013485645,5302.745000253215,1.9724474209324878,8.478794346322761,56519.64311258753,1.021916048387643,0.09382127536952257,6.7516365077623925,1.994331701484439,6.878742063205086,45853.694593325105,0.9815219767982593,0.26348948465015165,0.45531536330803624,0.23180224414198172,1545.1937594504502,1.1366994552855196,5.096172600129379,0.8367036689241943,5.036376855393673,33572.48811805422,1.01187277013865,3.703308801610837,2.776204744107602,3.491463686678346,23274.096935397854,1.060675159172007,0.6555306879084967,0.24194742789106502,0.6419108570357035,4278.977773,1.021217635943546,10.0,0.6538461538461539,9.0,0.6923076923076923,9.0,0.6923076923076923,12.0,0.2692307692307692,0
