src_ip,dst_ip,src_port,dst_port,outbound_byte_ratio,duration,packets_per_second,total_packets,total_bytes,packet_size_avg,packet_size_std,proto_TCP,proto_UDP,proto_ICMP,proto_other,window_id
59.166.0.5,149.171.126.9,32710,31420,0.364608,0.004987541511039074,8.881975184248867,3.6109179126442243,8.81537000096066,5.237032804206248,5.598901181190112,1,0,0,0,0
59.166.0.6,149.171.126.7,38881,53,0.554795,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.680172609017068,4.304065093204169,0.0,0,1,0,0,0
59.166.0.7,149.171.126.3,3537,60621,0.361905,0.0009995003330835331,8.987321812850125,2.1972245773362196,6.734591659972948,4.663439094112067,4.032923417015119,0,1,0,0,0
59.166.0.5,149.171.126.4,28081,21,0.580273,1.3355272440662374,3.2295538117076057,4.23410650459726,8.373322820996535,4.169170068553259,0.0,1,0,0,0,0
149.171.126.15,175.45.176.3,47439,53,0.0,0.0009995003330835331,6.90875477931522,0.6931471805599453,4.890349128221754,4.890349128221754,0.0,0,1,0,0,0
59.166.0.7,149.171.126.2,55814,53,0.549383,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.783825182329737,4.406719247264253,0.0,0,1,0,0,0
59.166.0.8,149.171.126.7,57426,53,0.554054,0.0009995003330835331,8.294299608857235,1.6094379124341003,5.6937321388027,4.31748811353631,0.0,0,1,0,0,0
59.166.0.1,149.171.126.0,31123,42035,0.034602,0.3994470357826014,3.731296927181129,3.044522437723423,9.13227071655426,6.138590611998276,6.315720270433907,1,0,0,0,0
59.166.0.5,149.171.126.3,34294,40880,0.887967,0.020782539182528505,8.294299608857235,4.442651256490317,10.069806751852576,5.642497914086415,6.109418645910009,1,0,0,0,0
59.166.0.0,149.171.126.9,29917,5190,0.594909,0.918288734536828,4.945455742653765,5.351858133476067,10.190056505700436,4.850764580467638,5.2692561401950755,1,0,0,0,0
59.166.0.4,149.171.126.6,6566,21,0.583417,0.7035924384214839,3.8714662465631378,3.8918202981106265,8.007700012884026,4.152023673808778,0.0,1,0,0,0,0
