src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.7,149.171.126.0,30887,25,TCP,0.083206,0.024,3916.666667,1692583.333333,0.0,0.743768,94,40622,432.148936,522.155787,0,Benign,normal,train,6,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.2,48293,80,TCP,0.437367,0.012,1500.0,157000.0,1.0,2.0,18,1884,104.666667,103.539341,0,Benign,normal,train,6,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.9,49789,80,TCP,0.865509,1.005,29.850746,11689.552239,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,normal,train,6,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,31978,111,UDP,0.354545,0.124,64.516129,7096.774194,36.0,50.0,8,880,110.0,64.0,0,Benign,normal,train,6,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.1,46964,21,TCP,0.575752,0.954,92.243187,5887.840671,22.488636,56.054153,88,5617,63.829545,0.0,0,Benign,normal,train,6,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,33058,80,TCP,0.983395,31.211,34.923585,35444.554804,74.53578,158.835097,1090,1106260,1014.917431,563.981855,0,Benign,normal,train,6,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,31146,6881,TCP,0.978352,6.363,193.305045,168322.175075,12.320325,168.160966,1230,1071034,870.75935,579.343951,0,Benign,normal,train,6,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.8,60426,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,34390,22,TCP,0.574688,0.019,6315.789474,733578.947368,0.0,0.718795,120,13938,116.15,161.750425,0,Benign,normal,train,6,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.1,52787,21,TCP,0.955446,0.001,4000.0,202000.0,0.0,0.0,4,202,50.5,0.0,0,Benign,normal,train,6,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.3,25211,58393,UDP,0.368932,0.001,8000.0,824000.0,0.0,0.0,8,824,103.0,55.425626,0,Benign,normal,train,6,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.9,51508,1225,TCP,0.911101,0.028,3214.285714,1111214.285714,0.0,1.0,90,31114,345.711111,500.96635,0,Benign,normal,train,6,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.4,19536,36165,TCP,0.854545,0.004,3500.0,550000.0,0.0,0.654654,14,2200,157.142857,246.348683,0,Benign,normal,train,6,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.4,61787,58489,TCP,0.386158,0.37,156.756757,21556.756757,12.517241,20.529408,58,7976,137.517241,223.973998,0,Benign,normal,train,6,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.0,6627,4569,TCP,0.898677,0.049,1673.469388,512000.0,0.512195,1.117967,82,25088,305.95122,458.595034,0,Benign,normal,train,6,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.4,14553,143,TCP,0.670158,0.038,6526.315789,623105.263158,0.0,0.0,248,23678,95.475806,143.643224,0,Benign,normal,train,6,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.7,12005,21,TCP,0.5846,0.02,4750.0,299350.0,0.0,0.0,95,5987,63.021053,0.0,0,Benign,normal,train,6,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,19843,63702,TCP,0.923722,0.019,5578.947368,2195578.947368,0.0,0.0,106,41716,393.54717,531.260466,0,Benign,normal,train,6,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.2,4063,21,TCP,0.588094,0.749,53.404539,3341.789052,44.425,83.91689,40,2503,62.575,0.0,0,Benign,normal,train,6,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,63687,80,TCP,0.98284,7.881,139.829971,140449.689126,17.446461,39.367854,1102,1106884,1004.431942,567.042176,0,Benign,normal,train,6,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.4,32850,80,TCP,0.857914,1.16,27.586207,10217.241379,79.25,251.511804,32,11852,370.375,457.924048,0,Benign,normal,train,6,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,1778,21,TCP,0.5846,0.853,111.37163,7018.757327,15.526316,46.53846,95,5987,63.021053,0.0,0,Benign,normal,train,6,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.0,34758,5190,TCP,0.68587,0.004,6000.0,824500.0,0.0,0.0,24,3298,137.416667,194.575321,0,Benign,normal,train,6,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,59611,1284,TCP,0.92781,0.061,1901.639344,793442.622951,0.0,1.0,116,48400,417.241379,538.571899,0,Benign,normal,train,6,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.0,39196,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,6,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.3,17639,25,TCP,0.081053,0.522,176.245211,77429.118774,11.26087,28.399659,92,40418,439.326087,525.679594,0,Benign,normal,train,6,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.4,2481,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,6,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.1,3869,50154,TCP,0.877596,0.009,8222.222222,2118666.666667,0.0,0.0,74,19068,257.675676,420.166387,0,Benign,normal,train,6,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,25484,21,TCP,0.579318,0.21,266.666667,16900.0,5.482143,13.50065,56,3549,63.375,0.0,0,Benign,normal,train,6,28,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.7,59.166.0.9,12816,30543,TCP,0.023318,0.176,79.545455,50681.818182,46.857143,77.112957,14,8920,637.142857,596.320349,0,Benign,normal,train,6,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,44899,21,TCP,0.584461,3.521,26.980971,1699.801193,73.578947,150.481968,95,5985,63.0,0.0,0,Benign,normal,train,6,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.9,61836,80,TCP,0.438298,0.004,4500.0,470000.0,0.0,0.0,18,1880,104.444444,103.539341,0,Benign,normal,train,6,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,55093,18379,TCP,0.932637,0.036,3388.888889,1490277.777778,0.0,0.0,122,53650,439.754098,549.575916,0,Benign,normal,train,6,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.1,55822,6881,TCP,0.957735,0.052,2038.461538,1299500.0,0.622642,1.111287,106,67574,637.490566,571.924823,0,Benign,normal,train,6,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.2,19157,80,TCP,0.857914,1.068,29.962547,11097.378277,73.25,259.675639,32,11852,370.375,457.924048,0,Benign,normal,train,6,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,64985,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,31203,22,TCP,0.574688,0.01,12000.0,1393800.0,0.0,0.0,120,13938,116.15,161.750425,0,Benign,normal,train,6,36,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,49563,1463,TCP,0.933898,0.023,5217.391304,2308695.652174,0.0,0.0,120,53100,442.5,552.200371,0,Benign,normal,train,6,37,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.1,64848,5190,TCP,0.470559,0.141,312.056738,28907.801418,6.090909,11.599017,44,4076,92.636364,93.995604,0,Benign,normal,train,6,38,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,34025,21,TCP,0.955446,0.001,4000.0,202000.0,0.0,0.0,4,202,50.5,0.0,0,Benign,normal,train,6,39,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,43948,41939,TCP,0.857398,0.003,4666.666667,748000.0,0.0,0.0,14,2244,160.285714,246.348683,0,Benign,normal,train,6,40,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,29819,5190,TCP,0.659893,0.077,415.584416,48571.428571,4.0,8.0,32,3740,116.875,171.160743,0,Benign,normal,train,6,41,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.1,26375,21,TCP,0.588423,0.008,5000.0,313125.0,0.0,0.0,40,2505,62.625,0.0,0,Benign,normal,train,6,42,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,61840,21,TCP,0.583417,0.008,6000.0,375375.0,0.0,0.0,48,3003,62.5625,0.0,0,Benign,normal,train,6,43,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,5760,6881,TCP,0.977676,0.76,860.526316,737807.894737,2.33945,4.353044,654,560734,857.391437,580.702808,0,Benign,normal,train,6,44,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.6,48830,22481,TCP,0.034602,0.304,65.789474,30421.052632,48.9,72.375341,20,9248,462.4,552.200371,0,Benign,normal,train,6,45,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,59719,111,UDP,0.354545,0.004,2000.0,220000.0,1.0,1.0,8,880,110.0,64.0,0,Benign,normal,train,6,46,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.5,26404,23496,TCP,0.911197,0.019,5157.894737,1762631.578947,0.0,0.0,98,33490,341.734694,483.157113,0,Benign,normal,train,6,47,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.8,3474,21,TCP,0.575601,2.372,37.099494,2367.200675,48.465909,91.994929,88,5615,63.806818,0.0,0,Benign,normal,train,6,48,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.5,56794,111,UDP,0.36036,0.004,2000.0,222000.0,1.0,1.0,8,888,111.0,64.0,0,Benign,normal,train,6,49,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,13839,64324,TCP,0.909777,0.103,873.786408,295922.330097,2.0,3.0,90,30480,338.666667,485.337324,0,Benign,normal,train,6,50,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.6,4541,46469,TCP,0.859004,0.008,8750.0,1977000.0,0.0,0.0,70,15816,225.942857,383.802564,0,Benign,normal,train,6,51,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,31051,80,TCP,0.857914,1.077,29.712163,11004.642526,73.6875,252.083622,32,11852,370.375,457.924048,0,Benign,normal,train,6,52,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,32010,5190,TCP,0.533103,0.437,109.839817,10576.659039,18.0,60.008333,48,4622,96.291667,92.221954,0,Benign,normal,train,6,53,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.0,33358,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,54,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.7,12765,9053,TCP,0.914134,0.015,6266.666667,2215866.666667,0.0,0.0,94,33238,353.595745,495.831965,0,Benign,normal,train,6,55,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.7,61422,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,6,56,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.7,7140,21,TCP,0.575601,0.019,4631.578947,295526.315789,0.0,0.0,88,5615,63.806818,0.0,0,Benign,normal,train,6,57,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.4,53246,25,TCP,0.080941,0.885,103.954802,45733.333333,19.826087,38.392314,92,40474,439.934783,525.679594,0,Benign,normal,train,6,58,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.9,63265,21,TCP,0.60057,0.004,7000.0,438750.0,0.0,0.0,28,1755,62.678571,0.0,0,Benign,normal,train,6,59,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,52596,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,6,60,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,20910,21,TCP,0.955446,0.011,363.636364,18363.636364,5.75,10.341059,4,202,50.5,0.0,0,Benign,normal,train,6,61,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,19869,6881,TCP,0.975505,4.875,139.076923,115278.358974,16.460177,203.425446,678,561982,828.882006,584.20811,0,Benign,normal,train,6,62,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.4,15933,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,63,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,32307,30409,TCP,0.91691,0.036,2722.222222,988888.888889,0.0,1.0,98,35600,363.265306,504.900177,0,Benign,normal,train,6,64,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.1,51161,22,TCP,0.570432,0.207,589.371981,67835.748792,3.0,6.0,122,14042,115.098361,160.534876,0,Benign,normal,train,6,65,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,3515,80,TCP,0.440171,0.004,4500.0,468000.0,0.0,0.0,18,1872,104.0,103.539341,0,Benign,normal,train,6,66,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,54492,80,TCP,0.857914,1.012,31.620553,11711.462451,69.125,252.472245,32,11852,370.375,457.924048,0,Benign,normal,train,6,67,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.0,19748,80,TCP,0.857914,1.007,31.777557,11769.612711,69.125,253.063079,32,11852,370.375,457.924048,0,Benign,normal,train,6,68,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,18656,43433,TCP,0.851024,0.046,304.347826,46695.652174,7.714286,16.845638,14,2148,153.428571,246.348683,0,Benign,normal,train,6,69,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,46811,45532,TCP,0.942953,0.299,568.561873,285043.478261,3.0,5.0,170,85228,501.341176,559.085369,0,Benign,normal,train,6,70,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.8,41295,5190,TCP,0.533103,0.191,251.308901,24198.95288,8.0,13.0,48,4622,96.291667,92.221954,0,Benign,normal,train,6,71,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,12568,80,TCP,0.857914,1.102,29.038113,10754.990926,75.25,252.509282,32,11852,370.375,457.924048,0,Benign,normal,train,6,72,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.5,39368,7570,TCP,0.94314,0.058,2931.034483,1474275.862069,0.0,1.0,170,85508,502.988235,559.085369,0,Benign,normal,train,6,73,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,62172,61036,TCP,0.911197,0.033,2969.69697,1014848.484848,0.0,1.0,98,33490,341.734694,483.157113,0,Benign,normal,train,6,74,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.5,35537,80,TCP,0.865509,1.15,26.086957,10215.652174,89.2,289.473591,30,11748,391.6,466.754754,0,Benign,normal,train,6,75,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.3,31963,29920,TCP,0.938785,0.066,2575.757576,1229151.515152,0.0,1.0,170,81124,477.2,558.410341,0,Benign,normal,train,6,76,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,29680,5190,TCP,0.691913,0.006,7666.666667,1038666.666667,0.0,0.0,46,6232,135.478261,256.126999,0,Benign,normal,train,6,77,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,33774,31784,TCP,0.902778,0.052,1653.846154,523384.615385,0.511628,1.117974,86,27216,316.465116,473.077077,0,Benign,normal,train,6,78,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.5,54883,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,79,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.4,63572,21,TCP,0.575601,3.292,26.73147,1705.650061,67.465909,157.496569,88,5615,63.806818,0.0,0,Benign,normal,train,6,80,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.7,64802,80,TCP,0.865509,1.004,29.880478,11701.195219,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,normal,train,6,81,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,2893,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,82,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,48930,80,TCP,0.857914,1.163,27.515047,10190.885641,79.8125,251.939407,32,11852,370.375,457.924048,0,Benign,normal,train,6,83,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.7,57810,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,84,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.1,25508,25,TCP,0.078201,0.364,247.252747,111434.065934,7.733333,26.426754,90,40562,450.688889,529.239061,0,Benign,normal,train,6,85,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.0,54782,21,TCP,0.577641,0.388,195.876289,12564.43299,8.486842,37.209044,76,4875,64.144737,0.0,0,Benign,normal,train,6,86,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.8,63659,80,TCP,0.857914,1.281,24.980484,9252.14676,87.9375,258.555958,32,11852,370.375,457.924048,0,Benign,normal,train,6,87,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.4,39363,25,TCP,0.082713,0.361,260.387812,113196.6759,7.106383,21.153174,94,40864,434.723404,522.155787,0,Benign,normal,train,6,88,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.7,9086,6986,TCP,0.929808,0.037,3081.081081,1305297.297297,0.0,0.0,114,48296,423.649123,541.457172,0,Benign,normal,train,6,89,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.1,12575,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,6,90,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.3,20788,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,6,91,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.9,38408,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,92,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.2,35651,21,TCP,0.955446,0.028,142.857143,7214.285714,38.75,63.430572,4,202,50.5,0.0,0,Benign,normal,train,6,93,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.4,14659,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,94,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.7,49369,22,TCP,0.594871,0.006,9333.333333,1533666.666667,0.0,0.0,56,9202,164.321429,223.708265,0,Benign,normal,train,6,95,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.5,44832,6881,TCP,0.516332,0.217,156.682028,14672.81106,13.058824,34.953701,34,3184,93.647059,103.100717,0,Benign,normal,train,6,96,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.3,25464,21,TCP,0.577641,1.249,60.848679,3903.122498,29.486842,65.979561,76,4875,64.144737,0.0,0,Benign,normal,train,6,97,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.6,2928,53,UDP,0.554054,0.001,4000.0,296000.0,0.0,0.0,4,296,74.0,0.0,0,Benign,normal,train,6,98,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.5,52373,5190,TCP,0.540601,0.005,10000.0,891600.0,0.0,0.0,50,4458,89.16,86.813824,0,Benign,normal,train,6,99,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.9,28982,80,TCP,0.857914,1.164,27.491409,10182.130584,79.8125,251.531861,32,11852,370.375,457.924048,0,Benign,normal,train,6,100,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.2,57423,21536,UDP,0.35514,0.002,4000.0,428000.0,0.0,0.0,8,856,107.0,55.425626,0,Benign,normal,train,6,101,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,4562,2765,TCP,0.924144,0.142,746.478873,295408.450704,2.0,3.544861,106,41948,395.735849,531.260466,0,Benign,normal,train,6,102,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.4,20223,20069,TCP,0.936287,0.232,629.310345,285629.310345,2.506849,4.031123,146,66266,453.876712,551.006084,0,Benign,normal,train,6,103,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.8,42865,80,TCP,0.857914,1.374,23.289665,8625.909753,94.0625,251.032112,32,11852,370.375,457.924048,0,Benign,normal,train,6,104,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,59469,22,TCP,0.594871,0.006,9333.333333,1533666.666667,0.0,0.0,56,9202,164.321429,223.708265,0,Benign,normal,train,6,105,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.7,53980,111,UDP,0.348624,0.009,444.444444,48444.444444,0.0,0.0,4,436,109.0,64.0,0,Benign,normal,train,6,106,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.0,35505,21,TCP,0.580273,0.014,4857.142857,309214.285714,0.0,0.0,68,4329,63.661765,0.0,0,Benign,normal,train,6,107,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.7,5936,4035,TCP,0.915429,0.018,6111.111111,2169111.111111,0.0,0.0,110,39044,354.945455,494.831309,0,Benign,normal,train,6,108,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.9,21571,21,TCP,0.575752,1.873,46.983449,2998.932194,42.443182,85.549342,88,5617,63.829545,0.0,0,Benign,normal,train,6,109,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.3,4974,47558,TCP,0.926655,0.026,4692.307692,1886769.230769,0.0,0.0,122,49056,402.098361,530.058081,0,Benign,normal,train,6,110,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.1,33710,6881,TCP,0.9708,1.216,212.171053,163345.394737,10.178295,34.369165,258,198628,769.875969,587.252695,0,Benign,normal,train,6,111,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.8,34426,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,112,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.2,24376,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,113,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,31619,6881,TCP,0.977478,6.949,169.232983,145263.922867,13.915816,177.407839,1176,1009439,858.366497,581.718553,0,Benign,normal,train,6,114,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.9,32927,21,TCP,0.955446,0.01,400.0,20200.0,7.75,12.070108,4,202,50.5,0.0,0,Benign,normal,train,6,115,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.6,27204,60518,TCP,0.910236,0.018,5000.0,1711888.888889,0.0,0.0,90,30814,342.377778,500.96635,0,Benign,normal,train,6,116,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.2,22745,21,TCP,0.579318,0.799,70.08761,4441.802253,24.482143,65.485956,56,3549,63.375,0.0,0,Benign,normal,train,6,117,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,54881,6881,TCP,0.516332,0.019,1789.473684,167578.947368,1.0,2.0,34,3184,93.647059,103.100717,0,Benign,normal,train,6,118,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.8,34562,40486,TCP,0.897098,0.019,4736.842105,1414736.842105,0.0,0.0,90,26880,298.666667,458.808303,0,Benign,normal,train,6,119,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,59609,20501,TCP,0.400261,0.004,9000.0,1534000.0,0.0,0.0,36,6136,170.444444,163.710072,0,Benign,normal,train,6,120,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.4,15524,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,121,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.7,57206,53,UDP,0.554054,0.001,4000.0,296000.0,0.0,0.0,4,296,74.0,0.0,0,Benign,normal,train,6,122,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.6,57224,30991,TCP,0.898535,0.13,646.153846,200600.0,2.0,5.0,84,26078,310.452381,473.175455,0,Benign,normal,train,6,123,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,16887,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,6,124,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.8,34646,35423,TCP,0.392583,0.004,9000.0,1564000.0,0.0,0.0,36,6256,173.777778,163.710072,0,Benign,normal,train,6,125,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,27752,55314,TCP,0.938895,0.139,1050.359712,498964.028777,1.0,2.0,146,69356,475.041096,566.067013,0,Benign,normal,train,6,126,0,,,NF-UNSW-NB15-v3-Benign
