src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.1,149.171.126.7,57892,5190,TCP,0.540601,0.005,10000.0,891600.0,0.0,0.0,50,4458,89.16,86.813824,0,Benign,normal,train,1,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.4,18419,21,TCP,0.583139,0.347,138.32853,8648.414986,12.479167,22.490266,48,3001,62.520833,0.0,0,Benign,normal,train,1,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.1,53523,21,TCP,0.579318,0.01,5600.0,354900.0,0.0,0.0,56,3549,63.375,0.0,0,Benign,normal,train,1,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.5,57848,5190,TCP,0.679904,0.004,6000.0,831000.0,0.0,0.0,24,3324,138.5,194.575321,0,Benign,normal,train,1,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,61810,22,TCP,0.594871,0.755,74.172185,12188.07947,28.571429,42.516743,56,9202,164.321429,223.708265,0,Benign,normal,train,1,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.9,7429,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,1,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,9219,7724,TCP,0.372121,0.005,7200.0,1320000.0,0.0,0.0,36,6600,183.333333,163.710072,0,Benign,normal,train,1,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,41259,5190,TCP,0.68587,0.004,6000.0,824500.0,0.0,0.0,24,3298,137.416667,194.575321,0,Benign,normal,train,1,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.5,27910,25258,TCP,0.888431,0.02,3900.0,1092600.0,0.0,1.0,78,21852,280.153846,441.260014,0,Benign,normal,train,1,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,3499,21,TCP,0.955446,0.001,4000.0,202000.0,0.0,0.0,4,202,50.5,0.0,0,Benign,normal,train,1,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,61862,21,TCP,0.580176,0.02,3400.0,216400.0,0.0,1.0,68,4328,63.647059,0.0,0,Benign,normal,train,1,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.1,37202,80,TCP,0.865509,1.004,29.880478,11701.195219,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,normal,train,1,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,63349,80,TCP,0.865509,1.013,29.615005,11597.235933,78.2,267.875269,30,11748,391.6,466.754754,0,Benign,normal,train,1,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.9,24838,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,1,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.9,13280,143,TCP,0.659307,0.773,320.827943,29648.124191,5.508065,11.011355,248,22918,92.41129,135.113203,0,Benign,normal,train,1,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.3,13924,47519,TCP,0.954152,0.004,5000.0,2312000.0,0.0,0.0,20,9248,462.4,552.200371,0,Benign,normal,train,1,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,14293,29644,TCP,0.943541,0.004,5500.0,2338000.0,0.0,0.0,22,9352,425.090909,536.660935,0,Benign,normal,train,1,16,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,37760,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,1,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.4,12495,5190,TCP,0.533103,0.006,8000.0,770333.333333,0.0,0.0,48,4622,96.291667,92.221954,0,Benign,normal,train,1,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,64763,18582,TCP,0.940067,0.153,1111.111111,530222.222222,1.0,2.0,170,81124,477.2,558.410341,0,Benign,normal,train,1,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.3,2140,48071,TCP,0.856941,0.036,1944.444444,433000.0,0.0,1.594634,70,15588,222.685714,383.802564,0,Benign,normal,train,1,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,9423,111,UDP,0.354545,0.004,2000.0,220000.0,1.0,1.0,8,880,110.0,64.0,0,Benign,normal,train,1,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.2,36160,15393,TCP,0.422613,0.369,157.181572,19750.677507,12.517241,17.007343,58,7288,125.655172,141.688946,0,Benign,normal,train,1,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.2,27256,111,UDP,0.348624,0.004,2000.0,218000.0,1.0,1.0,8,872,109.0,64.0,0,Benign,normal,train,1,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,31489,80,TCP,0.865509,1.004,29.880478,11701.195219,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,normal,train,1,24,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.4,29360,21,TCP,0.642466,0.002,6000.0,365000.0,0.0,0.0,12,730,60.833333,0.0,0,Benign,normal,train,1,25,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.1,14559,34010,TCP,0.877596,0.013,5692.307692,1466769.230769,0.0,0.0,74,19068,257.675676,420.166387,0,Benign,normal,train,1,26,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.1,32761,22,TCP,0.594871,0.23,243.478261,40008.695652,8.142857,14.613385,56,9202,164.321429,223.708265,0,Benign,normal,train,1,27,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.6,32594,1280,TCP,0.935813,0.134,1044.776119,466686.567164,1.0,4.0,140,62536,446.685714,544.276936,0,Benign,normal,train,1,28,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.0,61251,5131,TCP,0.954152,0.006,3333.333333,1541333.333333,0.0,0.774597,20,9248,462.4,552.200371,0,Benign,normal,train,1,29,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,57019,24760,UDP,0.396825,0.001,4000.0,504000.0,0.0,0.0,4,504,126.0,64.0,0,Benign,normal,train,1,30,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.5,13347,21,TCP,0.583417,0.02,2400.0,150150.0,0.0,0.692219,48,3003,62.5625,0.0,0,Benign,normal,train,1,31,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.0,26457,21,TCP,0.594556,3.918,16.845329,1078.356304,107.590909,194.289223,66,4225,64.015152,0.0,0,Benign,normal,train,1,32,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.0,57057,25,TCP,0.079689,0.022,4272.727273,1868636.363636,0.0,0.757937,94,41110,437.340426,522.155787,0,Benign,normal,train,1,33,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.2,41713,16384,TCP,0.91818,0.066,1484.848485,550727.272727,1.0,1.0,98,36348,370.897959,518.182154,0,Benign,normal,train,1,34,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.8,23958,5190,TCP,0.674175,0.38,89.473684,10047.368421,23.588235,40.099228,34,3818,112.294118,166.500475,0,Benign,normal,train,1,35,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.2,14326,40076,TCP,0.8734,0.009,8222.222222,2048444.444444,0.0,0.0,74,18436,249.135135,411.800373,0,Benign,normal,train,1,36,0,,,NF-UNSW-NB15-v3-Benign
