src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.6,149.171.126.2,41417,5190,TCP,0.679904,0.004,6000.0,831000.0,0.0,0.0,24,3324,138.5,194.575321,0,Benign,normal,train,2,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.5,27067,25,TCP,0.083251,0.021,4476.190476,1933333.333333,0.0,0.0,94,40600,431.914894,522.155787,0,Benign,normal,train,2,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.7,63768,21,TCP,0.583278,0.23,208.695652,13052.173913,8.479167,13.497669,48,3002,62.541667,0.0,0,Benign,normal,train,2,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.8,149.171.126.8,56123,21,TCP,0.955446,0.124,32.258065,1629.032258,120.75,232.384245,4,202,50.5,0.0,0,Benign,normal,train,2,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.3,11916,10169,TCP,0.905716,0.012,7166.666667,2338666.666667,0.0,0.0,86,28064,326.325581,473.077077,0,Benign,normal,train,2,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.3,14209,21,TCP,0.583417,0.197,243.654822,15243.654822,6.0,13.488421,48,3003,62.5625,0.0,0,Benign,normal,train,2,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.0,38973,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,2,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.0,43118,2899,TCP,0.938613,0.105,1314.285714,622742.857143,1.0,2.0,138,65388,473.826087,561.562664,0,Benign,normal,train,2,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.3,55317,25,TCP,0.078344,0.822,109.489051,49255.474453,18.466667,55.232478,90,40488,449.866667,529.239061,0,Benign,normal,train,2,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.3,55026,55806,TCP,0.41309,0.376,154.255319,19829.787234,12.517241,17.53149,58,7456,128.551724,141.688946,0,Benign,normal,train,2,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.4,57984,80,TCP,0.984227,8.948,119.803308,123527.492177,22.134328,43.847223,1072,1105324,1031.085821,558.962846,0,Benign,normal,train,2,10,0,,,NF-UNSW-NB15-v3-Benign
