src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.7,149.171.126.8,17630,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,4,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.4,1531,80,TCP,0.857914,1.007,31.777557,11769.612711,68.6875,253.081069,32,11852,370.375,457.924048,0,Benign,normal,train,4,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.8,59210,61465,TCP,0.890663,0.097,804.123711,229876.28866,2.0,4.0,78,22298,285.871795,441.260014,0,Benign,normal,train,4,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.1,36690,21,TCP,0.584322,0.457,207.877462,13091.90372,8.0,35.01804,95,5983,62.978947,0.0,0,Benign,normal,train,4,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.5,35626,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,4,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.6,33651,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,4,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.1,28514,80,TCP,0.865509,1.094,27.422303,10738.57404,85.0,266.329495,30,11748,391.6,466.754754,0,Benign,normal,train,4,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.1,43660,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,4,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.8,29966,27770,TCP,0.900951,0.013,6307.692308,1974153.846154,0.0,0.0,82,25664,312.97561,477.53494,0,Benign,normal,train,4,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.0,63724,21,TCP,0.575752,0.074,1189.189189,75905.405405,1.0,2.560628,88,5617,63.829545,0.0,0,Benign,normal,train,4,9,0,,,NF-UNSW-NB15-v3-Benign
