src_ip,dst_ip,src_port,dst_port,protocol,outbound_byte_ratio,duration,packets_per_second,bytes_per_second,inter_packet_arrival_mean,inter_packet_arrival_std,total_packets,total_bytes,packet_size_avg,packet_size_std,Label,Attack,scenario,split,dataset_id,row_in_window,is_seeded_ddos,burst_id,burst_phase,source_dataset
59.166.0.4,149.171.126.4,24377,80,TCP,0.865509,1.005,29.850746,11689.552239,77.8,267.904386,30,11748,391.6,466.754754,0,Benign,normal,train,3,0,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.7,38313,80,TCP,0.857914,1.005,31.840796,11793.034826,68.6875,252.490277,32,11852,370.375,457.924048,0,Benign,normal,train,3,1,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.7,13404,11316,TCP,0.882749,0.012,6666.666667,1806666.666667,0.0,0.0,80,21680,271.0,436.865457,0,Benign,normal,train,3,2,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.3,33251,6881,TCP,0.956263,0.056,1928.571429,1208535.714286,0.611111,1.112499,108,67678,626.648148,570.495063,0,Benign,normal,train,3,3,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.1,50071,9766,TCP,0.900091,0.013,6615.384615,2037230.769231,0.0,0.0,86,26484,307.953488,467.891308,0,Benign,normal,train,3,4,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.3,8955,8470,TCP,0.910874,0.077,1220.779221,415870.12987,1.0,2.0,94,32022,340.659574,491.002895,0,Benign,normal,train,3,5,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.4,63425,16127,TCP,0.923607,0.072,1583.333333,616333.333333,1.0,2.0,114,44376,389.263158,515.619213,0,Benign,normal,train,3,6,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.0,33886,6881,TCP,0.516332,0.025,1360.0,127360.0,1.0,2.0,34,3184,93.647059,103.100717,0,Benign,normal,train,3,7,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.3,149.171.126.8,19681,49992,TCP,0.854413,0.184,76.086957,11945.652174,31.714286,69.069767,14,2198,157.0,246.348683,0,Benign,normal,train,3,8,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.2,13912,5190,TCP,0.68587,0.004,6000.0,824500.0,0.0,0.0,24,3298,137.416667,194.575321,0,Benign,normal,train,3,9,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.0,149.171.126.9,14180,21,TCP,0.575752,1.59,55.345912,3532.704403,33.488636,71.985951,88,5617,63.829545,0.0,0,Benign,normal,train,3,10,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.5,4171,21,TCP,0.588423,0.258,155.03876,9709.302326,13.95,24.989948,40,2505,62.625,0.0,0,Benign,normal,train,3,11,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.6,25464,20834,TCP,0.933503,0.029,4620.689655,2035862.068966,0.0,0.0,134,59040,440.597015,534.867101,0,Benign,normal,train,3,12,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.3,37214,63660,TCP,0.852806,0.003,4666.666667,724666.666667,0.0,0.0,14,2174,155.285714,246.348683,0,Benign,normal,train,3,13,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.4,149.171.126.5,5709,53,UDP,0.554795,0.001,4000.0,292000.0,0.0,0.0,4,292,73.0,0.0,0,Benign,normal,train,3,14,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.5,17504,6881,TCP,0.516332,0.017,2000.0,187294.117647,0.0,1.0,34,3184,93.647059,103.100717,0,Benign,normal,train,3,15,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.7,149.171.126.5,33731,52142,TCP,0.912629,0.015,6000.0,2110533.333333,0.0,0.0,90,31658,351.755556,500.96635,0,Benign,normal,train,3,16,0,,,NF-UNSW-NB15-v3-Benign
149.171.126.19,175.45.176.3,53,53,UDP,0.0,0.001,1000.0,129000.0,0.0,0.0,1,129,129.0,0.0,0,Benign,normal,train,3,17,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.1,51941,22,TCP,0.594871,0.553,101.265823,16640.144665,20.428571,33.476461,56,9202,164.321429,223.708265,0,Benign,normal,train,3,18,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,2441,61131,TCP,0.938184,0.034,4647.058824,2164882.352941,0.0,0.0,158,73606,465.860759,548.573549,0,Benign,normal,train,3,19,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.1,149.171.126.8,38474,5190,TCP,0.540601,0.006,8333.333333,743000.0,0.0,0.0,50,4458,89.16,86.813824,0,Benign,normal,train,3,20,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.2,149.171.126.0,64396,53,UDP,0.549383,0.001,4000.0,324000.0,0.0,0.0,4,324,81.0,0.0,0,Benign,normal,train,3,21,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.5,149.171.126.2,6964,25,TCP,0.082455,0.04,2350.0,1024800.0,0.0,1.63082,94,40992,436.085106,522.155787,0,Benign,normal,train,3,22,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.6,149.171.126.9,4065,5190,TCP,0.68587,0.004,6000.0,824500.0,0.0,0.0,24,3298,137.416667,194.575321,0,Benign,normal,train,3,23,0,,,NF-UNSW-NB15-v3-Benign
59.166.0.9,149.171.126.5,55359,80,TCP,0.865509,2.542,11.801731,4621.557828,197.6,525.217136,30,11748,391.6,466.754754,0,Benign,normal,train,3,24,0,,,NF-UNSW-NB15-v3-Benign
