window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,80,3.784133721500409,29,3.6681673882102808,0.09915991599159917,0.24988438028358292,8.494262507919627,6.747369613169998,0.6298137418241824,5.050808094401524
1,26,3.4245318830107716,24,3.4198427682719714,0.10336033603360337,0.2416591979782744,8.513114932387863,6.825993263327288,0.6388873277827783,5.0523115490352
2,63,3.5491606610785293,29,3.5123836824047685,0.10366036603660365,0.2368633009094549,8.471325734194059,6.845973220559506,0.6344105522052206,5.034578545333327
3,80,3.8948408584583896,32,3.7368837049050243,0.09615961596159615,0.2663395649597734,8.483160871265076,6.6826485449566855,0.6261797295229523,5.0360590357548
4,27,3.4243413676439483,24,3.416053712852652,0.10891089108910891,0.24257199042789698,8.53848399006629,6.823397288121374,0.6410719399939994,5.052012056699597
5,79,4.003563579948989,32,3.799088391782871,0.09705970597059706,0.25856895470095936,8.44398304207726,6.652010200269512,0.6202931921692169,5.029901765047247
6,55,3.495102050766317,29,3.4743226757794754,0.10291029102910292,0.23291586107352272,8.479711828783024,6.865579616400748,0.6358953073807381,5.0424721822804
7,25,3.4267973512962797,22,3.418225520022806,0.10636063606360636,0.23463116923526625,8.530836428623248,6.877006775981282,0.6410237376237623,5.058253870869001
8,25,3.417554871272314,22,3.41002205057397,0.10531053105310531,0.23192277159221922,8.525438150325483,6.869495286717471,0.643797791029103,5.051304397014681
9,26,3.441417776854121,24,3.432697610791992,0.10501050105010501,0.23750856739233964,8.508272019539957,6.859739883227962,0.634869601410141,5.045140644647024
10,25,3.4293906185388567,22,3.4208226662417625,0.10276027602760276,0.24680130095182753,8.530135062190519,6.850178238676576,0.6413779725472547,5.052532163248489
11,84,4.214539090315874,32,3.9236169815465196,0.09450945094509451,0.28340074003200383,8.409958925365506,6.513202112636706,0.6080519773477348,5.0307452614017905
12,28,3.4252421482616695,23,3.4143068517033153,0.10876087608760876,0.24144776431864562,8.510513456913063,6.835540006840101,0.6369277863786378,5.04401132393061
13,23,3.4221476341262376,23,3.414999236033469,0.10501050105010501,0.23290028269547006,8.503280107733735,6.904539788552227,0.6424786629162916,5.041826011082694
14,30,3.4434620272933074,25,3.4347148356794994,0.10290593169562612,0.2478760103807897,8.493474312927844,6.832824942211835,0.6354751358597963,5.039729488527547
