window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,25,3.4098983116949433,21,3.405596695803585
1,26,3.4306715472306877,23,3.4245517265943284
2,26,3.421137633525856,21,3.4147742398166825
3,34,3.980380170270338,24,3.622204891888787
4,30,3.4341728716281157,23,3.423753114401745
5,36,3.6652360971645455,27,3.5594849452955186
6,25,3.4145697974319322,24,3.408976583722323
7,25,3.4463724960317275,23,3.4341724064554726
8,26,3.4269565167732545,24,3.4184442113916265
9,35,3.7542111036315324,23,3.5907606395495493
10,23,3.4234422025682516,21,3.4155092863425134
11,25,3.4117898196408336,22,3.4082508295354264
12,25,3.4301412731441374,23,3.4227689193826087
13,28,3.4213545858964127,24,3.414135926251712
14,26,3.420916245438948,24,3.4158137583296053
