window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,27,3.423027261676162,25,3.416970571898355
1,23,3.4070678718972873,21,3.400501858277391
2,35,3.8244873583679224,23,3.609945831650407
3,24,3.4276281596305926,22,3.4211075525210353
4,26,3.4371536692463627,26,3.4280186469199516
5,23,3.4180419616502187,22,3.410762522745684
6,32,3.9387255973707123,21,3.6162287560113673
7,29,3.4347016134639325,24,3.4255648948464876
8,29,3.4343863516953252,23,3.4232678798737335
9,27,3.4364655524333383,25,3.4277154625906445
10,24,3.4277135958022225,21,3.422384773876753
11,20,3.4126726156349094,19,3.405433210121537
12,34,3.774343062830276,25,3.595973328085445
13,25,3.4110552926680238,21,3.4051634639769635
14,23,3.420454064545772,19,3.413537447731497
