window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,25,3.4203656639351014,23,3.413235002407733
1,24,3.4244156719227954,23,3.4176087023621866
2,26,3.434842550285258,21,3.4234578829710123
3,25,3.4362312565014537,24,3.428894667147432
4,26,3.421194060330362,23,3.414155894186739
5,26,3.449172407990605,25,3.44253146909858
6,37,4.094174304709336,27,3.6229316767211044
7,23,3.434265330979343,20,3.424879366397041
8,34,3.8114983689918738,25,3.607714424476731
9,23,3.4078573554637432,19,3.402636268114066
10,26,3.4281953562290424,23,3.421645354487754
11,27,3.42207844505756,23,3.4156572337861144
12,25,3.441672825901039,24,3.4325348332919945
13,26,3.4150313376786885,23,3.4117733716624383
14,28,3.437094507136993,23,3.427365674089268
