window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,25,3.437375812204162,22,3.4272508032022904
1,37,3.5925088900017035,24,3.5213784840480216
2,37,3.6404863503383766,27,3.551006437061827
3,26,3.4245902376566764,23,3.417585754283112
4,24,3.4189867000970104,22,3.4130869535592328
5,26,3.4297116445538456,24,3.422467325867604
6,32,3.445010873956087,22,3.433800295520567
7,34,3.7716569956583346,23,3.591532367921764
8,36,3.7723546669994734,26,3.589317413932288
9,26,3.4133262516402443,25,3.4088680022895903
10,28,3.4272000469678963,23,3.4173243587470306
11,25,3.4218117257546803,26,3.4184682567087132
12,36,3.834222915307971,22,3.6016681570343474
13,26,3.4347178859143597,24,3.427551686870304
14,27,3.4315356158073134,20,3.422110545741464
