window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,23,3.4042665230559908,24,3.3990436004646645
1,35,4.047408615551985,23,3.6166658937440928
2,26,3.4167023684084494,21,3.408048990488588
3,24,3.4220040483368943,20,3.415318026710939
4,26,3.430170872436368,23,3.420691070677892
5,27,3.434983274990873,22,3.425532169161404
6,28,3.4323155021760057,24,3.4249975986041163
7,31,3.9683416330084937,23,3.616652326317153
8,24,3.4206077340986503,21,3.414032820711433
9,23,3.4260943867351283,20,3.4163528566031225
10,26,3.434951482313964,24,3.425455235602841
11,25,3.4228635823735574,24,3.41736651805587
12,24,3.4211333727348636,23,3.415687244155423
13,26,3.4225983220203147,21,3.4137962298943063
14,24,3.442785419058095,23,3.4342743198244388
