window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,24,3.43007251642063,20,3.4208101916947817
1,18,3.4054825560860107,16,3.398107962605456
2,21,3.408977922592099,20,3.4034593592221656
3,23,3.4252943953326573,19,3.418138592241037
4,24,3.4141873748717337,21,3.4132655057344765
5,20,3.4120416417326296,19,3.405577268550562
6,21,3.418956100793163,21,3.4136643747637425
7,20,3.414077805336346,17,3.4064163268958025
8,22,3.434391037469851,18,3.427772799998918
9,24,3.4139427655264614,19,3.4060288795742237
10,22,3.4190350072127993,18,3.4089943992004956
11,23,3.4124752567937993,19,3.4072637423926024
12,21,3.433257168622056,19,3.4248239475465385
13,22,3.431408498094816,19,3.4242744511813217
14,22,3.3950347503649034,20,3.395821123506404
