window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,21,3.418847752680634,19,3.415991507163427
1,20,3.4091458163526247,18,3.4079168542040437
2,19,3.418528985606551,17,3.408703280920397
3,21,3.4094678015288853,18,3.4060728261524584
4,25,3.445060637509451,22,3.437652959966779
5,20,3.4335772013220813,18,3.427985876289279
6,18,3.3956905370038535,16,3.3889086125351966
7,23,3.436185642926773,19,3.427567555796487
8,20,3.421970919019068,17,3.4145166393144515
9,19,3.4164050228593683,18,3.410550344516542
10,20,3.420082232635748,20,3.416836386171203
11,28,3.4583048298606647,21,3.439909149406879
12,24,3.4198278405163123,20,3.4149612523167763
13,22,3.407834980153898,19,3.402628073566081
14,18,3.4200291628693,16,3.409911802015897
