window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,21,3.4246501606110473,18,3.4169001774963177
1,24,3.4072016358818935,21,3.4011507330652915
2,22,3.4130921326440604,19,3.4073929481198304
3,23,3.4140360519140174,22,3.4122888957555984
4,19,3.4252714300823586,18,3.417706158342199
5,20,3.4055796782733667,17,3.3967525370871945
6,22,3.4110032091881908,18,3.401493738258859
7,20,3.448715495681085,18,3.438431651918388
8,22,3.430250212677816,21,3.420572549164241
9,19,3.4198950778245063,17,3.4129116456833595
10,20,3.405824497359927,17,3.39919387969039
11,21,3.4042936826865975,17,3.3990094226343026
12,20,3.4231955684548607,18,3.4157221047869935
13,23,3.4326943359137285,20,3.4271557955171628
14,21,3.4186903454898316,17,3.411628490986341
