window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,23,3.422784765209437,17,3.4129122887230103
1,20,3.4351609519779687,20,3.430537093910158
2,23,3.408635906218452,19,3.40149815260498
3,22,3.4264602618479953,20,3.4210516590891973
4,23,3.427077470198038,19,3.4201732568220256
5,23,3.417087425435508,20,3.40735481783375
6,20,3.408186703932843,17,3.403607819027645
7,20,3.415451665041379,17,3.4048526324935233
8,19,3.399553334085266,16,3.3940533318574886
9,22,3.4182358280673424,23,3.416012970068303
10,23,3.4186851571605015,20,3.4126717300861786
11,21,3.4104407898866564,17,3.4049044293220714
12,24,3.4189304382562407,20,3.4146064910264493
13,22,3.423970850454435,18,3.4126808116795067
14,23,3.412939992780945,22,3.40773291552485
