window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,20,3.415298057781751,19,3.4089632412338444
1,18,3.4073934818284197,16,3.4011403147643575
2,18,3.390262128111596,16,3.3844172161105353
3,23,3.4239353866018143,20,3.417855672647002
4,20,3.4135027804416245,17,3.4073085950997077
5,21,3.421985747780529,21,3.416765644990046
6,22,3.399056044275321,20,3.396548112613812
7,19,3.4060698797887365,17,3.3996155850476923
8,22,3.417974509482017,20,3.4151845561163134
9,21,3.4153169024116985,18,3.410182093943232
10,22,3.3995444166937303,18,3.394244157810264
11,19,3.389980478467553,17,3.3860306867354684
12,25,3.4243594295171373,23,3.4202157660637416
13,19,3.4368717977572976,19,3.427783634136583
14,22,3.412733050989035,18,3.408651122543329
