window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,21,3.41973062531363,19,3.4137060428374832
1,22,3.406030789263346,20,3.4001124246012413
2,21,3.4076211334612285,18,3.403846462705107
3,19,3.3885132517094867,17,3.3858713333763806
4,20,3.4087845716749268,17,3.4013779609169887
5,24,3.416574712897584,20,3.4083723349453394
6,21,3.398346858202943,18,3.395011069297603
7,21,3.4048622597760985,18,3.400564469995876
8,18,3.408080377267331,17,3.405191462111321
9,23,3.406172336108151,20,3.40253780267959
10,22,3.423275959471828,19,3.4144311330013553
11,21,3.4150731572747106,18,3.4054873268918913
12,22,3.4265348942343405,18,3.4189790111181146
13,22,3.421407108044617,19,3.414535718919248
14,21,3.4176446736339754,17,3.409610098246683
