window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,16,3.435161586879156,15,3.4283299803689977
1,18,3.40224421737806,17,3.4096740958181444
2,17,3.4190927584844872,14,3.4033906922837898
3,15,3.3935270021611896,14,3.3898968662101665
4,14,3.3816671035314063,13,3.3727873906943007
5,16,3.4042516836534102,15,3.4037338963882586
6,15,3.368915812708613,13,3.367283807064124
7,15,3.421498108040813,13,3.411365382873455
8,16,3.4007137841503905,15,3.400609308568688
9,13,3.3528070991109797,13,3.3552040460404577
10,19,3.4526421102237603,17,3.4390997122175504
11,15,3.375092160703508,14,3.370350984987868
12,16,3.4254503470631907,15,3.4222050682596588
13,17,3.4252478664976285,16,3.429939220629309
14,13,3.364678460995553,13,3.374371996102706
