window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,17,3.4206323342865343,15,3.410185765610697
1,14,3.3656335284776806,13,3.368352795476328
2,16,3.4215861712871165,15,3.4235675701359907
3,16,3.4213056245157762,14,3.40196620064916
4,15,3.4256523587875307,16,3.420326797052026
5,16,3.444525510616042,16,3.4439259744844244
6,16,3.421668914933014,15,3.4165562104652665
7,16,3.398538882121483,14,3.3889164646049332
8,14,3.3391499739866495,14,3.352578044946761
9,19,3.42953723073906,17,3.4230722614738736
10,16,3.4006375700428157,15,3.3950148479873006
11,15,3.3994309171316615,14,3.394896467340239
12,15,3.375172952232505,15,3.3775572812291177
13,16,3.415765632688008,15,3.4139879964775504
14,16,3.410390066446452,14,3.401791982168592
