window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,15,3.389418367535752,15,3.3889581899972816
1,15,3.414579621847239,13,3.401610400247086
2,16,3.3997098142974598,17,3.4083744503238242
3,15,3.393375814772362,14,3.3865872051404806
4,17,3.3957605100854438,15,3.401380622413404
5,12,3.344871705571073,13,3.3516824617725978
6,15,3.438614752687656,13,3.425546218600479
7,15,3.3935454362238606,14,3.396015769553708
8,13,3.3617511647276683,13,3.3587569874720824
9,17,3.400089864498607,15,3.3980805601307753
10,15,3.370024826345663,14,3.3654086104839105
11,14,3.383857639065063,12,3.379501021692102
12,18,3.4306116500161874,16,3.4271351645625203
13,17,3.4260146014194586,15,3.4152987613619574
14,17,3.39584336524327,16,3.4002099329237474
