window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,17,3.4424726816114006,16,3.43405995712753
1,15,3.4017207674097447,14,3.4036506027430287
2,17,3.416055294844645,15,3.4028150638183545
3,16,3.370619220535211,16,3.380783812546279
4,16,3.4151514550600854,14,3.403120958192057
5,16,3.420730116910725,15,3.412351141707903
6,18,3.419378716517486,15,3.3969131985640226
7,16,3.43439167169255,14,3.4303150588721856
8,15,3.421673309293615,14,3.4058680730848883
9,15,3.409434503660542,14,3.396409898069876
10,19,3.4030230471713656,17,3.4016595945645314
11,16,3.4246464111546633,14,3.4195463497382383
12,16,3.4129341448243817,15,3.40641429593535
13,18,3.467331131125606,16,3.452470226929256
14,18,3.4358104119689115,16,3.4287913578050038
