window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,16,3.4023563332885707,16,3.4058927361863414
1,16,3.425643827158192,15,3.414824123944089
2,17,3.4066885633768034,16,3.410034576501607
3,15,3.386648912652212,14,3.3891818965764986
4,15,3.4036633862503813,15,3.4173233959226152
5,16,3.4044301580195473,13,3.39594841184643
6,14,3.3710241561438536,13,3.35344210806082
7,16,3.410934563602649,15,3.407162652512042
8,16,3.4106871196003725,14,3.3949726168577725
9,14,3.3987448476496276,14,3.3871497627147935
10,17,3.437881143838252,15,3.428268723898701
11,15,3.384669917572017,13,3.3762361824435954
12,15,3.3943511621484506,14,3.4036871954403516
13,16,3.3720990828639303,14,3.3682921565891455
14,17,3.410560445712043,16,3.4051423430537353
