window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size,z_qubit_0,z_qubit_1,z_qubit_2,z_qubit_3,z_qubit_4,z_qubit_5,z_qubit_6,z_qubit_7,z_qubit_8,z_qubit_9,s_rho,trace_distance,s_entanglement
0,26,3.420809503640296,21,3.412914787629638,0.1048604860486048,0.2340966540587514,8.509499118452963,6.863437074904614,0.6394867007200721,5.0385788386761226,-0.11072799535988884,0.011318883012369402,-0.0465434201514738,0.10847268954998415,0.00013930460012880584,-0.01480933573841083,-0.07188384376912368,-0.029753822574898017,0.0747714503762111,-0.13091920305403437,3.420809503677897,0.016578578918411586,3.5281782670213113
1,26,3.420426070128469,23,3.4133821137750635,0.1075607560756075,0.2353006815308006,8.514531788490563,6.85569897091018,0.6394546702670267,5.050500220629552,-0.10711436654114452,0.00859103649540513,-0.03998370113240479,0.11605575879064145,0.0028121359354703716,-0.027783272332092584,-0.07025225693798937,-0.032394652375390215,0.07817703480922751,-0.14913694313317544,3.4204260701660663,0.016885536291800132,3.515473634909264
2,29,3.418097389813745,25,3.4124673432759662,0.1098109810981098,0.2410833399936156,8.529895072642312,6.860851444511912,0.6443596297629763,5.037030032050329,-0.1107471620681693,0.017079642802631207,-0.03928970484151735,0.10821438556195848,-0.01029983529252837,-0.014340348056432833,-0.08131768599144923,-0.03255501985044171,0.07858051106061584,-0.13695731441555478,3.418097389855671,0.01880904762136346,3.521014430827634
3,24,3.419093514644194,23,3.4123721965695157,0.1098109810981098,0.2297690890331921,8.4623995315838,6.894023864551105,0.6394439470447045,5.029906617186451,-0.10697411127439586,0.0073450491726003205,-0.042354572439880854,0.1261737499419551,-0.01012135365674586,-0.030066566947599866,-0.06295299230577721,-0.02157140184627185,0.0742239995273436,-0.13932820680600622,3.419093514678907,0.023480594389581316,3.5352451933277083
4,26,3.4269178327145937,22,3.419840937443112,0.1041104110411041,0.2405482303356375,8.501980965941108,6.850078655521087,0.6423555468046804,5.046215090891611,-0.10818612208088041,0.00995811287347487,-0.037503973810670777,0.11481419209128796,0.0016725959632101373,-0.030519856218879114,-0.0712476454935505,-0.03406243344999787,0.0825832931073085,-0.14900182633963646,3.4269178327521925,0.01612644525387689,3.505393334918512
5,28,3.419694897275648,22,3.4102958080341312,0.1084608460846084,0.2422899757147579,8.533264755334907,6.8468833816908985,0.640053811281128,5.056265514722031,-0.1092154221087828,0.01391550307635516,-0.043321297488072494,0.11256048064581935,0.008521789656496985,-0.021425206171119628,-0.08287117273848836,-0.027066243565149157,0.08209628947149321,-0.14776977944720346,3.4196948973161323,0.019439065686081797,3.5005685839454626
6,26,3.436316119520399,21,3.426299918347961,0.1063606360636063,0.2320643320268178,8.476777385089795,6.899700621022555,0.6353072869786979,5.034723466255065,-0.10570848718555614,0.011841645458538205,-0.0457597892378213,0.11353635789171442,-0.0006804536509983578,-0.014605708309683448,-0.07392157602291302,-0.020600659855852018,0.07628754328136132,-0.14437324345341104,3.436316119558,0.014964374657961604,3.5261827833430917
7,27,3.415574355777676,27,3.4123250102623004,0.1021602160216021,0.2302827667727476,8.505884819167154,6.859135666075949,0.6382754792979298,5.04201483320705,-0.10874550897156567,0.006663613127563028,-0.03657115379942514,0.11748003112714443,-0.0007012601752413965,-0.013655098599602598,-0.07777726062578959,-0.021699159114364586,0.0762992437067782,-0.14619903482419455,3.415574355816719,0.017284103335442665,3.5155871569780937
8,29,3.4263812345003912,22,3.418020821315208,0.1024602460246024,0.2388121544987301,8.495822381416025,6.857921693213507,0.6394294134413441,5.030101755175516,-0.10893070740479588,0.012008234918056401,-0.04455886433649482,0.10385811140002568,0.0038340819806922475,-0.019572732096715444,-0.07852000616842206,-0.036278519602138695,0.07689230854544679,-0.14462815949794147,3.4263812345423186,0.017820274013625015,3.5251622961951425
9,24,3.421985613046337,20,3.41294831531243,0.1053105310531053,0.2471511123994296,8.560115922156712,6.809359469623613,0.640697804980498,5.055818686257058,-0.1149478431154412,0.01287366426786275,-0.03680354192725555,0.11923431326858105,0.003929077901975114,-0.016562291394941454,-0.07338728642617984,-0.022916283608861318,0.07805565230664449,-0.14155058248277086,3.421985613081053,0.017318631953073864,3.504653188483867
