window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,25,3.437375812204162,22,3.4272508032022904,0.10261026102610261,0.23192185038026422,8.517013210168734,6.865050848234637,0.635903193369337,5.051545703680201
1,37,3.5925088900017035,24,3.5213784840480216,0.10111011101110111,0.23623980444236148,8.3590037300798,6.765647521137847,0.6392150622782575,5.057054968613008
2,37,3.6404863503383766,27,3.551006437061827,0.10246024602460246,0.23718331509194224,8.317904303675391,6.705161903957739,0.6394529909209745,5.0527240299149385
3,26,3.4245902376566764,23,3.417585754283112,0.10321032103210322,0.23687434165129542,8.543003329416285,6.832215129035755,0.6414516542154215,5.051393429525945
4,24,3.4189867000970104,22,3.4130869535592328,0.10576057605760576,0.2389878907859607,8.523139207975671,6.84638000945332,0.6462935370537054,5.059319335899326
5,26,3.4297116445538456,24,3.422467325867604,0.10696069606960697,0.2333887965168324,8.50394787912001,6.874308288173822,0.6419112655265526,5.046861968027187
6,32,3.445010873956087,22,3.433800295520567,0.10471047104710471,0.239522802713956,8.510553995415503,6.886773387123177,0.6412408922419304,5.04708755315334
7,34,3.7716569956583346,23,3.591532367921764,0.09735973597359736,0.2503083304433723,8.082466598859568,6.460981561851217,0.6376924175958305,5.0402742104771825
8,36,3.7723546669994734,26,3.589317413932288,0.09705970597059706,0.24826079934499265,8.111614010342171,6.493950237016001,0.63853804349271,5.054547975675108
9,26,3.4133262516402443,25,3.4088680022895903,0.10816081608160816,0.24651670877249626,8.51976577115251,6.845813785680679,0.6417199569456945,5.046732461871948
10,28,3.4272000469678963,23,3.4173243587470306,0.10561056105610561,0.23317935929985653,8.482975740833572,6.854074037157865,0.6383951710171016,5.028643809442049
11,25,3.4218117257546803,26,3.4184682567087132,0.10726072607260725,0.2340038060892514,8.495121194998195,6.853437283084729,0.6394864456945694,5.033721608621185
12,36,3.834222915307971,22,3.6016681570343474,0.09540954095409541,0.25211908446961356,8.016794136439026,6.378654018830908,0.6479468916932354,5.080019118813044
13,26,3.4347178859143597,24,3.427551686870304,0.1038103810381038,0.24210867522633664,8.526134291454968,6.837970756142538,0.6408466504650465,5.05004475622728
14,27,3.4315356158073134,20,3.422110545741464,0.1030557219892151,0.23003529098154935,8.476213463744092,6.875344415341119,0.6374824075793889,5.029247637338344
