window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,15,3.372537173918387,15,3.383607327557705,0.11644657863145258,0.25231663871329824,8.446382018099332,6.840531857375241,0.6395526038415366,5.004561762569035
1,19,3.451882876165175,16,3.44744051490752,0.1092436974789916,0.23458981025398667,8.605998770493242,6.885185253777613,0.6492923817527011,5.061921070313201
2,15,3.397961261082131,13,3.3910400353027796,0.11044417767106843,0.24426490432796905,8.589748673783035,6.7986091368082375,0.6439007635054022,5.063037674267114
3,14,3.3607531786707243,13,3.363844219021274,0.11404561824729892,0.2374321326163728,8.524793127471929,6.879137951024587,0.6543377286914766,5.0679195418666705
4,16,3.388498507934974,15,3.3834553133404976,0.12845138055222088,0.22653874040956387,8.427097073166337,6.892201813072333,0.6340199219687875,5.022443554750671
5,19,3.4350860417302007,17,3.422206907881056,0.12244897959183673,0.24320171038941607,8.507570630092134,6.815351914116688,0.6450902052821128,5.054338395429236
6,17,3.4003668231316135,15,3.3899465637299535,0.11524609843937575,0.2493068998016103,8.610983555537372,6.807343188686995,0.6433206566626651,5.104164784714015
7,27,3.806471535955714,19,3.619293466514708,0.10444177671068428,0.24860842830422958,8.500072569343237,6.70787902074314,0.6472660024009604,5.059117261198789
8,26,3.5732211403695953,16,3.499097379849995,0.10804321728691477,0.2874231745462507,8.481366184299688,6.613255771878865,0.6327069543817527,5.013711920607159
9,16,3.426753184878388,15,3.4280046982500876,0.11404561824729892,0.26245685995922075,8.509244496034588,6.807781372242614,0.6264714741896759,5.032117826892312
10,17,3.4300992056619375,16,3.432046851218493,0.11404561824729892,0.22044876710070074,8.49732465561428,6.901430645696142,0.6342935462184874,5.048693315716443
11,23,3.707877247601786,15,3.5593347206701957,0.10204081632653061,0.2766607179014714,8.3648985991461,6.577593012252314,0.6349229951980793,5.024113106490432
12,27,3.749596755298057,18,3.5907063752161097,0.1092436974789916,0.2797181704949501,8.480941004460032,6.722573065017656,0.653020462184874,5.061589110942569
13,16,3.4106611919868937,15,3.4101678945379446,0.11284513805522209,0.2278460745530425,8.510171025121645,6.9449434585245715,0.6406009819927971,5.031753160608774
14,15,3.3986970943317503,14,3.387473325914285,0.12649164677804295,0.25218665630436504,8.424303088203892,6.843713700319456,0.6343829116945108,5.01916005184845
