window_id,src_ip,count,freq
0,10.40.85.1,1,0.0012004801920768306
0,10.40.85.10,1,0.0012004801920768306
0,149.171.126.10,1,0.0012004801920768306
0,149.171.126.12,2,0.0024009603841536613
0,149.171.126.14,1,0.0012004801920768306
0,149.171.126.18,4,0.004801920768307323
0,59.166.0.0,81,0.09723889555822329
0,59.166.0.1,69,0.08283313325330131
0,59.166.0.2,75,0.09003601440576231
0,59.166.0.3,78,0.0936374549819928
0,59.166.0.4,83,0.09963985594237695
0,59.166.0.5,83,0.09963985594237695
0,59.166.0.6,90,0.10804321728691477
0,59.166.0.7,86,0.10324129651860744
0,59.166.0.8,82,0.09843937575030012
0,59.166.0.9,96,0.11524609843937575
1,10.40.182.1,1,0.0012004801920768306
1,149.171.126.10,1,0.0012004801920768306
1,149.171.126.15,3,0.003601440576230492
1,149.171.126.18,9,0.010804321728691477
1,149.171.126.2,1,0.0012004801920768306
1,59.166.0.0,75,0.09003601440576231
1,59.166.0.1,84,0.10084033613445378
1,59.166.0.2,92,0.11044417767106843
1,59.166.0.3,75,0.09003601440576231
1,59.166.0.4,91,0.1092436974789916
1,59.166.0.5,87,0.10444177671068428
1,59.166.0.6,68,0.08163265306122448
1,59.166.0.7,93,0.11164465786314526
1,59.166.0.8,69,0.08283313325330131
1,59.166.0.9,84,0.10084033613445378
2,10.40.85.1,1,0.0012004801920768306
2,149.171.126.10,1,0.0012004801920768306
2,149.171.126.12,1,0.0012004801920768306
2,149.171.126.14,1,0.0012004801920768306
2,149.171.126.18,4,0.004801920768307323
2,149.171.126.6,1,0.0012004801920768306
2,149.171.126.7,1,0.0012004801920768306
2,59.166.0.0,81,0.09723889555822329
2,59.166.0.1,73,0.08763505402160865
2,59.166.0.2,72,0.08643457382953182
2,59.166.0.3,98,0.11764705882352941
2,59.166.0.4,91,0.1092436974789916
2,59.166.0.5,86,0.10324129651860744
2,59.166.0.6,68,0.08163265306122448
2,59.166.0.7,78,0.0936374549819928
2,59.166.0.8,95,0.11404561824729892
2,59.166.0.9,81,0.09723889555822329
3,149.171.126.0,1,0.0012004801920768306
3,149.171.126.10,2,0.0024009603841536613
3,149.171.126.12,1,0.0012004801920768306
3,149.171.126.14,1,0.0012004801920768306
3,149.171.126.18,2,0.0024009603841536613
3,149.171.126.4,1,0.0012004801920768306
3,59.166.0.0,66,0.07923169267707082
3,59.166.0.1,83,0.09963985594237695
3,59.166.0.2,80,0.09603841536614646
3,59.166.0.3,81,0.09723889555822329
3,59.166.0.4,85,0.10204081632653061
3,59.166.0.5,88,0.1056422569027611
3,59.166.0.6,84,0.10084033613445378
3,59.166.0.7,71,0.08523409363745499
3,59.166.0.8,88,0.1056422569027611
3,59.166.0.9,99,0.11884753901560624
4,149.171.126.12,3,0.003601440576230492
4,149.171.126.14,1,0.0012004801920768306
4,149.171.126.15,2,0.0024009603841536613
4,149.171.126.18,5,0.006002400960384154
4,149.171.126.2,2,0.0024009603841536613
4,59.166.0.0,86,0.10324129651860744
4,59.166.0.1,95,0.11404561824729892
4,59.166.0.2,89,0.10684273709483794
4,59.166.0.3,68,0.08163265306122448
4,59.166.0.4,88,0.1056422569027611
4,59.166.0.5,74,0.08883553421368548
4,59.166.0.6,79,0.09483793517406963
4,59.166.0.7,69,0.08283313325330131
4,59.166.0.8,87,0.10444177671068428
4,59.166.0.9,85,0.10204081632653061
5,10.40.182.6,1,0.0012004801920768306
5,10.40.85.1,1,0.0012004801920768306
5,149.171.126.10,1,0.0012004801920768306
5,149.171.126.12,6,0.007202881152460984
5,149.171.126.15,1,0.0012004801920768306
5,149.171.126.18,3,0.003601440576230492
5,149.171.126.6,1,0.0012004801920768306
5,59.166.0.0,94,0.11284513805522209
5,59.166.0.1,62,0.0744297719087635
5,59.166.0.2,90,0.10804321728691477
5,59.166.0.3,89,0.10684273709483794
5,59.166.0.4,83,0.09963985594237695
5,59.166.0.5,79,0.09483793517406963
5,59.166.0.6,78,0.0936374549819928
5,59.166.0.7,98,0.11764705882352941
5,59.166.0.8,68,0.08163265306122448
5,59.166.0.9,78,0.0936374549819928
6,149.171.126.0,1,0.0012004801920768306
6,149.171.126.10,2,0.0024009603841536613
6,149.171.126.12,1,0.0012004801920768306
6,149.171.126.13,1,0.0012004801920768306
6,149.171.126.14,1,0.0012004801920768306
6,149.171.126.15,3,0.003601440576230492
6,149.171.126.18,3,0.003601440576230492
6,149.171.126.6,1,0.0012004801920768306
6,59.166.0.0,71,0.08523409363745499
6,59.166.0.1,91,0.1092436974789916
6,59.166.0.2,78,0.0936374549819928
6,59.166.0.3,82,0.09843937575030012
6,59.166.0.4,87,0.10444177671068428
6,59.166.0.5,82,0.09843937575030012
6,59.166.0.6,81,0.09723889555822329
6,59.166.0.7,86,0.10324129651860744
6,59.166.0.8,78,0.0936374549819928
6,59.166.0.9,84,0.10084033613445378
7,149.171.126.12,1,0.0012004801920768306
7,149.171.126.14,1,0.0012004801920768306
7,149.171.126.15,2,0.0024009603841536613
7,149.171.126.18,4,0.004801920768307323
7,59.166.0.0,100,0.12004801920768307
7,59.166.0.1,95,0.11404561824729892
7,59.166.0.2,78,0.0936374549819928
7,59.166.0.3,74,0.08883553421368548
7,59.166.0.4,73,0.08763505402160865
7,59.166.0.5,84,0.10084033613445378
7,59.166.0.6,84,0.10084033613445378
7,59.166.0.7,83,0.09963985594237695
7,59.166.0.8,79,0.09483793517406963
7,59.166.0.9,75,0.09003601440576231
8,149.171.126.10,1,0.0012004801920768306
8,149.171.126.14,1,0.0012004801920768306
8,149.171.126.15,2,0.0024009603841536613
8,149.171.126.18,3,0.003601440576230492
8,149.171.126.2,1,0.0012004801920768306
8,149.171.126.5,1,0.0012004801920768306
8,59.166.0.0,82,0.09843937575030012
8,59.166.0.1,83,0.09963985594237695
8,59.166.0.2,97,0.11644657863145258
8,59.166.0.3,90,0.10804321728691477
8,59.166.0.4,77,0.09243697478991597
8,59.166.0.5,79,0.09483793517406963
8,59.166.0.6,78,0.0936374549819928
8,59.166.0.7,83,0.09963985594237695
8,59.166.0.8,79,0.09483793517406963
8,59.166.0.9,76,0.09123649459783914
9,10.40.182.1,1,0.0012004801920768306
9,149.171.126.10,1,0.0012004801920768306
9,149.171.126.12,2,0.0024009603841536613
9,149.171.126.14,2,0.0024009603841536613
9,149.171.126.15,2,0.0024009603841536613
9,149.171.126.18,4,0.004801920768307323
9,149.171.126.2,1,0.0012004801920768306
9,149.171.126.5,1,0.0012004801920768306
9,149.171.126.9,1,0.0012004801920768306
9,59.166.0.0,70,0.08403361344537816
9,59.166.0.1,82,0.09843937575030012
9,59.166.0.2,83,0.09963985594237695
9,59.166.0.3,89,0.10684273709483794
9,59.166.0.4,79,0.09483793517406963
9,59.166.0.5,87,0.10444177671068428
9,59.166.0.6,79,0.09483793517406963
9,59.166.0.7,76,0.09123649459783914
9,59.166.0.8,83,0.09963985594237695
9,59.166.0.9,90,0.10804321728691477
10,149.171.126.10,4,0.004801920768307323
10,149.171.126.12,2,0.0024009603841536613
10,149.171.126.15,1,0.0012004801920768306
10,149.171.126.18,2,0.0024009603841536613
10,59.166.0.0,93,0.11164465786314526
10,59.166.0.1,77,0.09243697478991597
10,59.166.0.2,78,0.0936374549819928
10,59.166.0.3,71,0.08523409363745499
10,59.166.0.4,94,0.11284513805522209
10,59.166.0.5,84,0.10084033613445378
10,59.166.0.6,89,0.10684273709483794
10,59.166.0.7,90,0.10804321728691477
10,59.166.0.8,74,0.08883553421368548
10,59.166.0.9,74,0.08883553421368548
11,10.40.182.1,1,0.0012004801920768306
11,10.40.182.6,1,0.0012004801920768306
11,10.40.85.10,2,0.0024009603841536613
11,149.171.126.0,1,0.0012004801920768306
11,149.171.126.10,1,0.0012004801920768306
11,149.171.126.12,3,0.003601440576230492
11,149.171.126.14,1,0.0012004801920768306
11,149.171.126.15,1,0.0012004801920768306
11,149.171.126.18,7,0.008403361344537815
11,59.166.0.0,82,0.09843937575030012
11,59.166.0.1,85,0.10204081632653061
11,59.166.0.2,88,0.1056422569027611
11,59.166.0.3,79,0.09483793517406963
11,59.166.0.4,98,0.11764705882352941
11,59.166.0.5,85,0.10204081632653061
11,59.166.0.6,71,0.08523409363745499
11,59.166.0.7,84,0.10084033613445378
11,59.166.0.8,77,0.09243697478991597
11,59.166.0.9,66,0.07923169267707082
12,149.171.126.14,5,0.006002400960384154
12,149.171.126.15,1,0.0012004801920768306
12,149.171.126.18,1,0.0012004801920768306
12,59.166.0.0,86,0.10324129651860744
12,59.166.0.1,93,0.11164465786314526
12,59.166.0.2,77,0.09243697478991597
12,59.166.0.3,93,0.11164465786314526
12,59.166.0.4,77,0.09243697478991597
12,59.166.0.5,70,0.08403361344537816
12,59.166.0.6,83,0.09963985594237695
12,59.166.0.7,76,0.09123649459783914
12,59.166.0.8,76,0.09123649459783914
12,59.166.0.9,95,0.11404561824729892
13,149.171.126.14,3,0.003601440576230492
13,149.171.126.15,2,0.0024009603841536613
13,149.171.126.18,1,0.0012004801920768306
13,149.171.126.7,1,0.0012004801920768306
13,59.166.0.0,90,0.10804321728691477
13,59.166.0.1,79,0.09483793517406963
13,59.166.0.2,89,0.10684273709483794
13,59.166.0.3,84,0.10084033613445378
13,59.166.0.4,87,0.10444177671068428
13,59.166.0.5,85,0.10204081632653061
13,59.166.0.6,88,0.1056422569027611
13,59.166.0.7,64,0.07683073229291716
13,59.166.0.8,84,0.10084033613445378
13,59.166.0.9,76,0.09123649459783914
14,149.171.126.0,1,0.0011933174224343676
14,149.171.126.14,3,0.003579952267303103
14,149.171.126.15,3,0.003579952267303103
14,149.171.126.18,5,0.0059665871121718375
14,149.171.126.2,1,0.0011933174224343676
14,149.171.126.7,1,0.0011933174224343676
14,59.166.0.0,89,0.10620525059665871
14,59.166.0.1,69,0.08233890214797136
14,59.166.0.2,84,0.10023866348448687
14,59.166.0.3,90,0.10739856801909307
14,59.166.0.4,87,0.10381861575178998
14,59.166.0.5,74,0.0883054892601432
