window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,16,3.4232368724926907,15,3.4123960183819437,0.12725090036014405,0.2614870567183676,8.443189615333136,6.7462977875309145,0.6299525294117647,5.020587112496622
1,27,4.035499570334292,17,3.6210840832190114,0.12845138055222088,0.2696742785226692,8.173866116972361,6.720974106190602,0.6359816698679472,5.015468748531484
2,15,3.4023393625041596,15,3.3988240241967946,0.11404561824729892,0.23843794022421141,8.4844591490246,6.845131676342307,0.6386007466986795,5.020440050083845
3,19,3.4412107002923196,17,3.42920435002605,0.11524609843937575,0.2182109341001805,8.477356939135511,6.865788727173902,0.6360198619447779,5.049937308460213
4,18,3.4255598242128036,16,3.4167180063008704,0.11404561824729892,0.23492801256168014,8.433203944757468,6.791952966733833,0.6441687334933973,5.036926765572459
5,17,3.426139160768288,16,3.415935466066783,0.12364945978391356,0.209746596039644,8.360752846261134,6.964694828710045,0.6128203049219688,4.9826953178064
6,17,3.4144762095508714,16,3.409091279802679,0.11404561824729892,0.2275275398077997,8.409529106416752,6.843885111776212,0.6321690408163265,4.996910380522926
7,19,3.4462959246637586,17,3.4422112239360954,0.11164465786314526,0.24612735899915134,8.47944698146883,6.819624164747416,0.6328710792316926,5.015307513408308
8,19,3.453204738158535,18,3.451219700460027,0.1092436974789916,0.21974805764645713,8.517400990587825,6.923582265548095,0.6492019855942377,5.060603597422697
9,14,3.3899755123421658,14,3.388537988098187,0.11164465786314526,0.21861274382506587,8.456307781669821,6.904186890523048,0.6475503457382954,5.004808501713467
10,16,3.4041564214729814,15,3.4008688334100636,0.1092436974789916,0.25513327288541104,8.505547508554205,6.7259742297135325,0.6377547226890756,5.047360317705628
11,17,3.4053930021355416,16,3.4043092762488536,0.11404561824729892,0.21903580477324208,8.357111087342233,6.8951607080038775,0.6283062340936375,4.969322406231716
12,17,3.44041312371597,16,3.436945645556964,0.10444177671068428,0.19886894891568616,8.448003247441067,7.031571455595285,0.6375833109243697,5.019468065332438
13,27,3.9659637759572846,19,3.6235406118809372,0.10444177671068428,0.31719699604548446,8.438655489641722,6.650927945277022,0.6483807082833133,5.064379193383219
14,24,3.543896181160006,17,3.489801567338287,0.11336515513126491,0.2380942498189953,8.486231897292203,6.82801587019901,0.6491801706443914,5.054972347357551
