window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,18,3.400785695873918,15,3.3963517559189156
1,19,3.4297193771757604,17,3.419662236167106
2,18,3.4435158435986954,18,3.4400881265168994
3,17,3.4144989976906004,16,3.4103634168195143
4,21,3.402661299958079,18,3.394794345570137
5,18,3.40719699519745,16,3.4033060530642354
6,17,3.4002263606443104,16,3.4008107626225117
7,20,3.4407029679873733,18,3.4318166131216876
8,17,3.4239353594737705,15,3.4161181073139084
9,21,3.420775827585809,18,3.413549524418776
10,21,3.440559226200964,18,3.429443051932414
11,19,3.3830419067517936,16,3.3752742137815415
12,18,3.4244685011379903,17,3.420056930668938
13,16,3.3817303727262322,14,3.377950469849078
14,18,3.435737913441418,15,3.4237076604278274
