window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,18,3.415531554219575,17,3.4098925894082797
1,21,3.4357342786362737,21,3.4342465856931126
2,19,3.440093716771542,18,3.428405800583283
3,23,3.441249481561333,20,3.4296527535945804
4,19,3.4032235846503247,17,3.4032478490298703
5,21,3.424153798869677,18,3.416755817655437
6,19,3.4356900369056134,16,3.4212248679776
7,18,3.3964091490396497,14,3.388464472288048
8,21,3.4207268497306864,18,3.4148092747460064
9,18,3.42009422197244,16,3.4145360787130064
10,17,3.424582788850312,15,3.412416261405551
11,19,3.4156847637424272,17,3.4098128670916275
12,17,3.4250940815195112,16,3.416329730903998
13,19,3.411724161952307,17,3.405373365678505
14,19,3.41895974870946,17,3.41124145545587
