window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,19,3.405060720123113,17,3.4043920570211017
1,18,3.425224070142316,16,3.414846375507821
2,18,3.4003688913797117,17,3.396019294310533
3,19,3.4025274115602895,17,3.3957626395322213
4,18,3.4102548415892815,16,3.4077136658549776
5,17,3.3934819218978802,15,3.3909244050533873
6,14,3.3679969012485103,13,3.36706055495058
7,19,3.3999094442819944,17,3.3987151925459713
8,17,3.4027904203680195,14,3.39203680421602
9,17,3.4005176125376773,16,3.3991093614517602
10,21,3.425314482049692,19,3.4160525283975254
11,19,3.3948937002374366,17,3.3895370792397133
12,18,3.3911691720193744,15,3.3905952082504345
13,21,3.4033687512096895,17,3.39489631796678
14,19,3.3864468841176656,17,3.388444406734846
