window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,19,3.4305551640071705,17,3.422975898049028
1,20,3.4047611332144525,19,3.399019380507777
2,18,3.427383875045825,15,3.4125947126132563
3,19,3.4345267752667326,16,3.4221982862220646
4,17,3.4204693145356146,15,3.407574317052234
5,19,3.4261304495427543,18,3.4187254423679088
6,19,3.4516207070879963,18,3.4393751551686877
7,19,3.421714162555648,16,3.413055653728337
8,19,3.412239929997484,16,3.404749140560908
9,19,3.4358391135496067,17,3.4235894534609623
10,19,3.4357506739046797,15,3.4274941003050006
11,17,3.4023810043459397,17,3.3974455657665796
12,16,3.395102373895744,16,3.3955343525444794
13,20,3.4136288380283637,20,3.4074539268523365
14,20,3.4247328273471096,17,3.4155693946006727
