window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,18,3.4134965775670887,16,3.4079000271996436
1,18,3.4296124670707258,16,3.4196860875701507
2,13,3.355991237035012,14,3.353766226339302
3,23,3.4411048370867796,20,3.436283185296562
4,17,3.4077074868529666,15,3.399590775600745
5,21,3.40952024064297,19,3.4071061489248624
6,20,3.4227356884452442,19,3.421829242841108
7,17,3.3935012841472703,16,3.389923228008093
8,18,3.424391980408218,16,3.4129302412844464
9,17,3.421440854594594,15,3.4135572213074483
10,16,3.406309440664829,14,3.3938519116740653
11,18,3.396757854807887,16,3.394208020181776
12,20,3.3949333405411295,16,3.3891436280554545
13,19,3.4178898888698592,16,3.407182405420786
14,19,3.4557804150401554,16,3.4450086787572314
