window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,21,3.431244220619149,19,3.4286803309493434
1,19,3.4153208786655593,15,3.403236139145376
2,17,3.4006237434045925,15,3.392875386409949
3,16,3.403986332793508,14,3.3969536663235447
4,17,3.3878061666276236,15,3.3826037264363005
5,20,3.422515224233307,18,3.415868260106353
6,20,3.432670079300163,17,3.430877302587141
7,17,3.4021478436526604,16,3.3947619743822672
8,20,3.4087454975628537,19,3.417203896237525
9,18,3.4028943843091506,16,3.40163006424649
10,18,3.4151472944762116,17,3.4086139826378976
11,17,3.4003430745511203,15,3.393506367957632
12,20,3.4362391208237435,19,3.4277532647295037
13,16,3.389640878195413,15,3.3873984564436066
14,16,3.412120411756549,14,3.4072324968015586
