window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,19,3.423826352203331,16,3.4147955123884097
1,19,3.4085820841193586,17,3.4050513794741737
2,18,3.4151303998876177,15,3.4113758788811297
3,17,3.3966627397956115,16,3.394788278928491
4,17,3.4123413760470633,15,3.4034969263451247
5,17,3.4178327449404255,15,3.4086031229236498
6,17,3.390469008241301,14,3.3895577566107735
7,19,3.419323514182608,17,3.4127776338964484
8,18,3.433587139688217,16,3.425048980093224
9,22,3.4451714347562055,20,3.438481620856616
10,17,3.4127746599854194,15,3.4074555915334095
11,18,3.4410328782339277,16,3.436223567637639
12,15,3.408835820409269,13,3.4015622735561366
13,17,3.3729985441324275,16,3.370973891526755
14,19,3.4226953457661247,17,3.4184196592569576
