window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip
0,17,3.4092536289294575,15,3.401297418065777
1,18,3.4079218976508203,17,3.4088442147836036
2,17,3.3798840606581515,15,3.382302480468441
3,16,3.4244064007491004,14,3.4132423723710774
4,17,3.38800779703252,15,3.3851461547809283
5,16,3.3848448326154097,14,3.3771241052429883
6,19,3.435269475004363,17,3.426622419069576
7,19,3.3964020377137647,18,3.3998201536872514
8,18,3.4153236301418257,16,3.4110484460533725
9,17,3.4017150827901985,15,3.3960825659206813
10,16,3.4109443244531397,14,3.3988772196708354
11,21,3.4245360620970287,20,3.422579560256053
12,18,3.3959025469003765,17,3.393985492460345
13,18,3.389131818444045,16,3.389442235415719
14,18,3.4041530513653186,15,3.401167142532472
