window_id,src_ip,count,freq
0,10.40.182.1,1,0.00015001500150015003
0,10.40.85.10,1,0.00015001500150015003
0,149.171.126.0,3,0.00045004500450045
0,149.171.126.1,1,0.00015001500150015003
0,149.171.126.10,10,0.0015001500150015
0,149.171.126.12,9,0.0013501350135013501
0,149.171.126.14,8,0.0012001200120012002
0,149.171.126.15,7,0.00105010501050105
0,149.171.126.17,1,0.00015001500150015003
0,149.171.126.18,27,0.004050405040504051
0,149.171.126.2,2,0.00030003000300030005
0,149.171.126.4,3,0.00045004500450045
0,149.171.126.8,1,0.00015001500150015003
0,59.166.0.0,680,0.10201020102010201
0,59.166.0.1,678,0.10171017101710171
0,59.166.0.2,684,0.10261026102610261
0,59.166.0.3,655,0.09825982598259826
0,59.166.0.4,625,0.09375937593759376
0,59.166.0.5,688,0.10321032103210322
0,59.166.0.6,651,0.09765976597659766
0,59.166.0.7,649,0.09735973597359736
0,59.166.0.8,615,0.09225922592259225
0,59.166.0.9,667,0.10006000600060005
1,10.40.182.6,1,0.00015001500150015003
1,10.40.85.1,1,0.00015001500150015003
1,149.171.126.0,1,0.00015001500150015003
1,149.171.126.1,2,0.00030003000300030005
1,149.171.126.10,10,0.0015001500150015
1,149.171.126.12,10,0.0015001500150015
1,149.171.126.14,9,0.0013501350135013501
1,149.171.126.15,6,0.0009000900090009
1,149.171.126.18,24,0.0036003600360036
1,149.171.126.2,2,0.00030003000300030005
1,149.171.126.4,2,0.00030003000300030005
1,149.171.126.5,1,0.00015001500150015003
1,149.171.126.6,1,0.00015001500150015003
1,149.171.126.7,1,0.00015001500150015003
1,149.171.126.9,1,0.00015001500150015003
1,18.216.200.189,124,0.0186018601860186
1,18.216.24.42,101,0.015151515151515152
1,18.218.11.51,102,0.0153015301530153
1,18.218.115.60,139,0.020852085208520853
1,18.218.229.235,98,0.014701470147014702
1,18.218.55.126,95,0.014251425142514252
1,18.219.32.43,108,0.016201620162016202
1,18.219.5.43,108,0.016201620162016202
1,18.219.9.1,112,0.0168016801680168
1,52.14.136.135,119,0.017851785178517852
1,59.166.0.0,565,0.08475847584758475
1,59.166.0.1,530,0.07950795079507951
1,59.166.0.2,592,0.0888088808880888
1,59.166.0.3,544,0.0816081608160816
1,59.166.0.4,581,0.08715871587158716
1,59.166.0.5,524,0.0786078607860786
1,59.166.0.6,511,0.07665766576657666
1,59.166.0.7,527,0.07905790579057906
1,59.166.0.8,563,0.08445844584458446
1,59.166.0.9,551,0.08265826582658266
2,10.40.182.1,4,0.0006000600060006001
2,10.40.85.1,1,0.00015001500150015003
2,10.40.85.10,1,0.00015001500150015003
2,149.171.126.0,1,0.00015001500150015003
2,149.171.126.1,1,0.00015001500150015003
2,149.171.126.10,11,0.0016501650165016502
2,149.171.126.12,9,0.0013501350135013501
2,149.171.126.14,9,0.0013501350135013501
2,149.171.126.15,11,0.0016501650165016502
2,149.171.126.18,26,0.0039003900390039005
2,149.171.126.2,2,0.00030003000300030005
2,149.171.126.3,2,0.00030003000300030005
2,149.171.126.4,1,0.00015001500150015003
2,149.171.126.5,1,0.00015001500150015003
2,149.171.126.6,2,0.00030003000300030005
2,149.171.126.8,2,0.00030003000300030005
2,59.166.0.0,678,0.10171017101710171
2,59.166.0.1,651,0.09765976597659766
2,59.166.0.2,685,0.10276027602760276
2,59.166.0.3,656,0.09840984098409841
2,59.166.0.4,687,0.10306030603060307
