window_id,unique_src_ip,entropy_src_ip,unique_dst_ip,entropy_dst_ip,dst_concentration,mean_duration,mean_total_bytes,mean_pkts_per_sec,mean_outbound_ratio,mean_pkt_size
0,35,3.5133372356035686,26,3.4806818280919023,0.1038103810381038,0.24244462127031643,8.508500175875799,6.82746524675504,0.6370785481548156,5.051552590627862
1,36,3.922604611675309,22,3.6166856428521883,0.09765976597659766,0.26980351290139026,8.361420471568515,6.699898546029716,0.6475518781878188,5.040179266490834
2,23,3.4279609316293365,22,3.4220192898168387,0.10501050105010501,0.22608495400660567,8.494278990746448,6.888963399280846,0.6347464717971798,5.049753481767549
3,37,3.8113910437505245,27,3.622669790580776,0.0963096309630963,0.2687651773064327,8.389588890535553,6.727470264178288,0.6438410573057305,5.031757565044639
4,24,3.4362184624556136,23,3.4279258069199465,0.10486048604860486,0.2273696872240462,8.454915413423453,6.89982474040941,0.634442408490849,5.032251990085995
5,24,3.4260688457109394,21,3.4172751638967216,0.10891089108910891,0.24302797965854275,8.535877064618742,6.8174422895910585,0.6370427202220221,5.05155621029819
6,26,3.4317761803744213,19,3.421374688196178,0.10336033603360337,0.2339642485384678,8.485848217321653,6.831663035628952,0.6370107290729072,5.04175169260807
7,24,3.4390965067700074,22,3.430282589211378,0.10441044104410441,0.24113763898359042,8.521380031721558,6.8503641388353484,0.6383797679267926,5.0448878731632165
8,27,3.4260123577417154,20,3.4145479533533623,0.10426042604260426,0.23591545265777192,8.548476007296495,6.865297508031282,0.642365403840384,5.056192586277231
9,35,4.062656536026605,24,3.6288843435800313,0.13036303630363036,0.30194293206678424,8.316863172297749,6.602526568338514,0.6527137215721572,5.06257522837975
10,23,3.4214805861627706,24,3.4191717693991164,0.10846084608460846,0.23221584878530044,8.492742450861837,6.886659202533243,0.635857010351035,5.033554033470281
11,24,3.4197778155687053,21,3.4106450288786276,0.10786078607860786,0.24130539107315277,8.53820885968314,6.846606056209683,0.6424326765676568,5.056354971918301
12,26,3.4330336458907054,24,3.424223860807586,0.10276027602760276,0.23646874281629285,8.517688787201278,6.836339330070139,0.6325557199219921,5.049037455097792
13,27,3.433282546196593,23,3.4273766993705004,0.10606060606060606,0.2384963282186561,8.5150735276189,6.872803434415608,0.6321578414341433,5.0437942148987736
14,22,3.4184260213227735,19,3.412543801118171,0.10215698022768124,0.2399666306272074,8.536187113328799,6.859954665737518,0.6460950452366687,5.044170788171934
